task_id_list	courier_id	total_score	willingness
T0037,T0039	C028	52.4373	0.5127
T0007,T0037	C044	37.3512	0.1347
T0001,T0030	C037	43.2303	0.0458
T0010,T0030	C066	72.3082	0.7029
T0018,T0020	C037	56.2275	0.2895
T0025,T0031	C002	62.269	0.2561
T0017,T0036	C062	85.3513	0.6523
T0008,T0028	C057	76.9518	0.4676
T0017,T0037	C069	60.5956	0.0417
T0000,T0029	C047	50.2908	0.109
T0002,T0007	C078	68.1724	0.7486
T0009,T0031	C017	84.4872	0.6422
T0029,T0038	C048	50.4745	0.2497
T0008,T0031	C078	76.8647	0.6076
T0019,T0020	C039	98.961	0.024
T0029,T0035	C047	37.4966	0.1438
T0006,T0020	C048	36.8427	0.0631
T0007,T0037	C019	64.3679	0.2894
T0015,T0023	C056	74.2682	0.6049
T0037,T0039	C034	54.6487	0.2127
T0006,T0037	C026	36.4655	0.1604
T0007,T0018	C045	40.8872	0.0996
T0000,T0030	C017	73.1637	0.0318
T0003,T0015	C016	61.6856	0.3842
T0006,T0007	C001	48.7313	0.1513
T0017,T0029	C064	44.6945	0.1752
T0030	C031	29.5765	0.5113
T0033,T0036	C001	85.4579	0.207
T0001,T0028	C018	71.6307	0.5999
T0002,T0032	C034	65.5346	0.4324
T0033	C021	38.4554	0.5788
T0004,T0026	C034	57.8424	0.7933
T0015	C071	38.5692	0.9499
T0006,T0039	C040	30.9413	0.3102
T0009,T0018	C028	64.1708	0.1826
T0023,T0025	C078	49.2412	0.1027
T0007,T0010	C056	56.598	0.0923
T0007,T0031	C048	50.3032	0.3771
T0002,T0025	C062	89.7037	0.1209
T0008	C062	42.1213	0.4976
T0000,T0027	C048	100	0.2996
T0020,T0027	C037	77.6979	0.279
T0004,T0015	C056	71.7887	0.3546
T0008,T0018	C019	54.6188	0.092
T0002,T0023	C029	82.1959	0.3498
T0008,T0019	C064	58.138	0.2164
T0008,T0029	C025	30.8687	0.2738
T0000	C012	28.708	0.9339
T0028,T0032	C039	65.7654	0.1919
T0027	C017	40.2627	0.5121
T0015,T0020	C030	100	0.4164
T0001,T0033	C004	47.3071	0.7248
T0015,T0036	C011	18.5374	0.0429
T0025,T0028	C073	76.4807	0.1241
T0000,T0020	C028	28.0621	0.2744
T0000,T0039	C045	46.8241	0.1345
T0007	C006	15.8478	0.2245
T0001,T0002	C075	68.7946	0.4366
T0007,T0019	C030	45.6251	0.0812
T0031,T0035	C037	73.4364	0.3227
T0003	C015	44.7202	0.1922
T0009,T0026	C017	73.4492	0.2177
T0027,T0038	C037	63.2017	0.4741
T0031,T0033	C071	88.79	0.7567
T0007,T0036	C016	38.6765	0.1611
T0002,T0004	C005	64.7302	0.2586
T0000,T0033	C009	34.4938	0.1669
T0001,T0008	C026	57.6391	0.0727
T0019,T0032	C078	54.3469	0.2197
T0031,T0035	C009	32.5087	0.1224
T0001,T0036	C061	58.9049	0.1733
T0004,T0006	C026	31.5182	0.2109
T0029,T0035	C048	45.0773	0.2936
T0000,T0010	C006	48.9263	0.5823
T0010,T0037	C006	59.9272	0.2237
T0032,T0035	C025	76.2193	0.1835
T0015,T0025	C047	67.6576	0.2295
T0026,T0038	C002	65.0917	0.3441
T0002,T0019	C073	59.5847	0.9408
T0032	C016	13.2512	0.2791
T0027,T0039	C052	60.9587	0.3329
T0007,T0028	C046	51.8978	0.1605
T0031,T0037	C079	52.7682	0.2844
T0020,T0036	C001	63.2413	0.3962
T0015,T0026	C025	63.5772	0.3371
T0000,T0015	C046	70.1921	0.507
T0015,T0038	C059	88.3356	0.2184
T0037	C031	30.1146	0.8799
T0007,T0009	C073	60.5619	0.8066
T0019,T0026	C004	29.782	0.1585
T0008,T0027	C038	39.7372	0.513
T0035,T0039	C003	67.7359	0.0974
T0026,T0039	C059	72.9217	0.2853
T0020,T0025	C078	63.5257	0.1834
T0032,T0038	C055	39.085	0.0994
T0017,T0023	C049	60.5258	0.0501
T0004,T0028	C000	81.0999	0.1563
T0036	C055	35.5443	0.9499
T0001,T0007	C043	79.6307	0.1156
T0030,T0036	C019	56.3551	0.3159
T0015,T0023	C069	39.4629	0.3174
T0036,T0038	C028	68.9197	0.4533
T0018,T0032	C003	53.6696	0.2196
T0006,T0028	C052	77.7519	0.3246
T0003,T0033	C000	81.7959	0.0173
T0019,T0039	C029	51.6988	0.1687
T0002,T0031	C046	67.6276	0.0405
T0006,T0023	C012	84.455	0.2452
T0003,T0028	C059	44.7607	0.0854
T0002,T0007	C005	53.2428	0.2497
T0006,T0027	C027	98.2919	0.4197
T0025,T0038	C031	48.5336	0.1097
T0025,T0032	C073	91.4485	0.2939
T0027	C060	14.068	0.1355
T0006,T0009	C020	62.104	0.078
T0004,T0039	C037	29.2354	0.0593
T0015,T0019	C047	59.417	0.0512
T0029,T0032	C049	36.5738	0.2822
T0032	C027	39.5605	0.2191
T0004,T0027	C072	57.5182	0.2363
T0007,T0037	C045	51.5477	0.0509
T0020,T0039	C012	43.0128	0.074
T0002,T0003	C056	100	0.6783
T0000,T0020	C037	52.2681	0.474
T0031,T0039	C008	62.8145	0.2024
T0006	C009	43.4597	0.3182
T0015,T0019	C057	77.9816	0.1368
T0008,T0015	C024	76.1958	0.0769
T0025,T0038	C020	77.5491	0.2231
T0008,T0032	C031	92.3634	0.7454
T0003,T0037	C009	44.6644	0.6523
T0017,T0023	C062	65.9594	0.499
T0033	C052	42.5667	0.21
T0015,T0018	C024	62.8135	0.2459
T0010,T0027	C064	75.7095	0.189
T0001,T0004	C052	93.0862	0.1016
T0031,T0039	C068	58.8616	0.3311
T0020	C048	12.2072	0.1172
T0033	C002	29.5726	0.2449
T0008,T0018	C005	55.0178	0.6628
T0000,T0023	C009	53.2212	0.6494
T0018,T0038	C025	26.949	0.1036
T0025,T0029	C005	64.8623	0.2709
T0004,T0010	C079	81.4305	0.2566
T0032,T0035	C024	65.0138	0.1259
T0000,T0037	C079	58.1268	0.0201
T0028	C062	22.7454	0.1777
T0002,T0015	C025	50.5623	0.3074
T0017,T0027	C026	58.4066	0.4389
T0007,T0017	C044	53.8454	0.1329
T0000,T0031	C016	40.9736	0.3391
T0001,T0029	C020	90.6519	0.0156
T0020,T0026	C060	70.3794	0.0767
T0031,T0033	C058	38.6939	0.4089
T0028,T0033	C061	45.6112	0.5164
T0025,T0033	C042	73.8794	0.3625
T0004,T0031	C038	47.2714	0.082
T0020	C039	46.7122	0.1384
