task_id_list	courier_id	total_score	willingness
T0014,T0020	C025	40.772	0.1352
T0000,T0008	C004	34.698	0.5077
T0001,T0023	C012	54.156	0.3719
T0007,T0013	C000	50.479	0.1252
T0020,T0037	C002	65.250	0.0733
T0000,T0025	C009	45.654	0.1364
T0015,T0026	C027	55.744	0.3443
T0022	C007	10.000	0.6397
T0012,T0027	C006	49.213	0.2551
T0004,T0036	C025	38.341	0.2208
T0009,T0035	C010	48.292	0.3226
T0026,T0037	C029	78.494	0.1705
T0017,T0032	C003	69.358	0.3465
T0018	C007	11.125	0.4871
T0010,T0032	C031	48.643	0.8547
T0020,T0038	C028	85.583	0.2964
T0009,T0018	C016	59.972	0.2583
T0001,T0033	C033	54.768	0.1587
T0023,T0034	C005	65.017	0.1529
T0013,T0026	C009	40.776	0.7480
T0031	C027	17.170	0.4455
T0033,T0038	C013	60.410	0.2200
T0027,T0036	C020	62.408	0.3597
T0004,T0026	C010	53.887	0.5109
T0001,T0030	C006	50.668	0.0549
T0005,T0019	C025	60.093	0.6372
T0000,T0012	C023	60.166	0.2458
T0000,T0036	C019	89.835	0.5042
T0009,T0032	C006	29.004	0.4252
T0002,T0018	C018	63.741	0.3128
T0003,T0013	C014	76.690	0.0452
T0007,T0023	C002	87.968	0.1678
T0016,T0029	C019	61.987	0.1782
T0009,T0037	C002	82.669	0.3143
T0004,T0028	C006	59.340	0.2438
T0007,T0024	C004	75.741	0.4516
T0024,T0030	C009	72.236	0.6071
T0000,T0033	C017	97.203	0.4038
T0006,T0020	C033	73.294	0.4185
T0006,T0016	C002	45.709	0.5909
T0005,T0006	C006	73.266	0.3900
T0015,T0030	C024	34.388	0.5813
T0005,T0022	C007	40.841	0.3566
T0000,T0001	C019	20.422	0.0681
T0008,T0026	C012	75.022	0.0999
T0002,T0026	C026	52.371	0.2302
T0011,T0037	C013	42.718	0.5992
T0014,T0017	C031	35.571	0.1350
T0000	C001	12.121	0.9500
T0025,T0030	C011	79.297	0.2692
T0025,T0029	C009	53.055	0.4580
T0008,T0012	C009	85.321	0.5151
T0000,T0036	C024	17.785	0.0993
T0025,T0029	C004	82.701	0.4488
T0011	C026	41.433	0.7541
T0005,T0024	C018	45.987	0.0544
T0022,T0035	C008	59.850	0.4695
T0015,T0036	C009	13.908	0.1564
T0011,T0017	C019	57.542	0.5802
T0005,T0015	C002	27.162	0.1560
T0018,T0020	C015	15.947	0.7442
T0024,T0026	C016	74.481	0.5569
T0012,T0025	C013	47.386	0.2658
T0008,T0025	C026	57.371	0.3072
T0004,T0021	C030	46.670	0.7464
T0012,T0035	C015	69.088	0.2007
T0012,T0026	C032	32.026	0.1770
T0007,T0017	C011	30.184	0.8169
T0031,T0034	C011	64.990	0.1273
T0003,T0004	C015	60.689	0.2653
T0003,T0019	C027	52.901	0.4136
T0030,T0031	C007	73.678	0.3170
T0002,T0011	C000	50.135	0.4778
T0006,T0007	C005	63.308	0.5334
T0019,T0038	C010	44.859	0.2147
T0032,T0034	C029	69.934	0.2101
T0026,T0035	C001	42.992	0.3302
T0002,T0024	C006	61.917	0.5048
T0013,T0031	C020	82.988	0.0770
T0008,T0035	C005	40.645	0.5743
T0025,T0032	C033	55.017	0.1623
T0001,T0028	C021	48.313	0.4596
T0024,T0029	C028	55.670	0.9432
T0003,T0033	C000	46.998	0.1939
T0033,T0039	C015	49.257	0.4330
T0009,T0022	C010	41.053	0.7007
T0037	C021	17.637	0.4006
T0013,T0017	C018	53.248	0.4750
T0019,T0027	C033	33.937	0.3396
T0007,T0030	C016	42.641	0.1532
T0010,T0022	C007	98.829	0.6240
T0016,T0024	C019	56.535	0.4780
T0020,T0024	C006	49.233	0.4039
T0010,T0013	C013	84.537	0.3401
T0001,T0036	C002	61.185	0.2099
T0007,T0014	C010	53.704	0.1103
T0026	C002	15.116	0.5986
T0017,T0032	C018	24.898	0.1519
T0011,T0023	C011	56.380	0.1232
T0011,T0038	C008	62.020	0.9500
T0018,T0038	C026	65.080	0.0287
T0010,T0028	C015	58.513	0.1400
T0035,T0037	C033	56.715	0.2891
T0013,T0039	C028	62.418	0.1743
T0026,T0031	C033	53.782	0.1758
T0021,T0036	C031	71.812	0.1988
T0017,T0038	C028	47.088	0.8217
T0019,T0029	C006	78.921	0.5585
T0033,T0039	C013	100.000	0.0151
T0024,T0028	C021	62.056	0.0705
T0004,T0020	C002	86.005	0.5719
T0022,T0024	C015	64.195	0.4198
T0016,T0022	C019	40.678	0.1074
T0003,T0027	C011	33.079	0.1469
T0015,T0032	C016	68.308	0.3939
T0014,T0020	C023	63.142	0.6532
T0000,T0024	C007	86.516	0.1300
T0017,T0034	C007	46.891	0.3116
T0010,T0029	C003	57.644	0.1944
T0033,T0034	C030	54.407	0.4919
T0009,T0031	C028	42.761	0.3047
T0016,T0023	C015	81.984	0.3675
T0000,T0038	C004	65.477	0.7252
T0019,T0037	C019	35.045	0.5966
T0012,T0032	C032	99.913	0.3591
T0008,T0035	C001	89.451	0.1666
T0008,T0030	C029	76.240	0.5251
T0027,T0038	C022	59.382	0.6703
T0002,T0029	C019	65.244	0.5628
T0000,T0034	C001	31.306	0.0283
T0016,T0026	C002	45.966	0.2947
T0005,T0019	C002	66.117	0.5426
T0013,T0037	C026	85.898	0.2263
T0020,T0038	C029	65.161	0.4202
T0015,T0025	C009	48.582	0.2624
T0012,T0038	C007	44.913	0.2105
T0025,T0026	C015	64.064	0.3802
T0014,T0029	C011	56.109	0.4377
T0011,T0016	C024	60.847	0.0177
T0009,T0015	C012	39.788	0.1952
T0032,T0039	C013	57.446	0.3105
T0026,T0038	C003	79.163	0.2780
T0004,T0039	C029	94.383	0.0212
T0025,T0034	C028	53.359	0.0945
T0015,T0022	C008	63.209	0.1568
T0011,T0014	C025	38.455	0.8740
T0006,T0026	C002	50.455	0.0960
T0001,T0029	C030	48.505	0.5064
T0016,T0038	C002	80.936	0.2599
T0005,T0038	C027	69.479	0.3805
T0020,T0033	C013	76.374	0.2793
T0000,T0004	C022	54.559	0.2210
T0013,T0034	C015	87.572	0.7548
T0010,T0024	C020	28.914	0.3780
T0022,T0026	C008	58.624	0.1482
T0025,T0034	C016	44.060	0.0989
T0020,T0028	C032	71.146	0.9365
T0012,T0019	C022	62.713	0.1859
T0017,T0021	C006	54.307	0.3465
T0000,T0034	C026	32.285	0.6111
T0003,T0004	C026	37.349	0.1869
T0015,T0032	C029	100.000	0.3887
T0019	C012	18.612	0.5450
T0014,T0023	C007	72.891	0.2734
T0008,T0036	C028	68.478	0.4716
T0008,T0036	C009	52.622	0.3081
T0025,T0039	C033	57.203	0.4761
T0033,T0035	C023	99.735	0.2289
T0029,T0032	C026	68.222	0.2396
T0000,T0012	C006	93.689	0.9358
T0035,T0037	C028	46.244	0.0132
T0004,T0032	C026	73.694	0.3095
T0016,T0033	C004	46.329	0.1558
T0000,T0011	C019	32.104	0.6198
T0026,T0039	C000	77.011	0.0645
T0005,T0012	C012	52.160	0.1212
T0018,T0031	C027	46.850	0.3693
T0034,T0036	C028	59.812	0.0127
T0011,T0020	C006	36.927	0.2000
T0005,T0026	C025	52.297	0.5657
T0024,T0035	C032	37.760	0.2608
T0001,T0021	C017	49.382	0.7553
T0002,T0020	C001	68.908	0.1198
T0006,T0007	C019	40.876	0.6677
T0022,T0029	C032	82.894	0.1137
T0025,T0028	C027	29.364	0.5679
T0015,T0038	C012	46.093	0.0531
T0003,T0019	C032	64.761	0.7089
T0022,T0035	C028	24.846	0.1883
T0010,T0013	C021	100.000	0.5543
T0011,T0024	C021	70.459	0.1535
T0015,T0033	C009	77.498	0.1750
T0013,T0028	C011	79.694	0.4820
T0015,T0034	C028	48.217	0.5622
T0002,T0003	C017	77.954	0.1805
T0003,T0022	C001	33.277	0.8573
T0034,T0035	C018	63.507	0.2016
T0010,T0026	C019	48.328	0.0493
T0021,T0026	C003	58.417	0.2285
T0025,T0036	C027	68.655	0.3925
T0003,T0016	C032	74.563	0.0100
T0002,T0007	C003	61.213	0.1290
T0020,T0023	C003	76.344	0.0234
T0012,T0029	C017	25.104	0.2062
T0028,T0036	C028	47.623	0.2736
T0000,T0025	C013	62.026	0.9425
T0007,T0019	C006	42.651	0.3906
T0030,T0035	C018	49.351	0.7524
T0028,T0032	C026	72.951	0.2468
T0007,T0031	C006	68.340	0.2482
T0028,T0039	C012	51.717	0.9424
