task_id_list	courier_id	total_score	willingness
T0020,T0022	C058	41.186	0.0691
T0008,T0022	C028	72.559	0.6621
T0010,T0013	C033	100.000	0.6536
T0010,T0026	C043	79.490	0.5023
T0028	C017	43.811	0.6555
T0014,T0017	C066	61.579	0.3226
T0002,T0012	C014	86.324	0.4905
T0016,T0029	C002	14.471	0.6858
T0001,T0015	C055	47.402	0.7062
T0005,T0024	C016	82.256	0.1118
T0003,T0022	C000	100.000	0.3234
T0011,T0018	C003	81.108	0.3159
T0005,T0017	C031	100.000	0.9187
T0003,T0017	C019	87.905	0.1584
T0002,T0027	C055	69.594	0.4056
T0006,T0020	C007	92.856	0.3866
T0002,T0024	C051	96.582	0.5238
T0024,T0026	C058	36.970	0.1710
T0006,T0018	C026	87.392	0.5675
T0002,T0020	C047	16.948	0.4588
T0010,T0018	C026	100.000	0.8773
T0004,T0006	C062	100.000	0.3993
T0018,T0020	C032	100.000	0.4304
T0014,T0022	C062	98.808	0.2455
T0015,T0017	C025	100.000	0.8532
T0002,T0017	C035	100.000	0.3855
T0016,T0022	C011	57.659	0.0668
T0001,T0025	C058	47.146	0.4720
T0003,T0004	C057	54.710	0.0986
T0019,T0021	C040	74.006	0.2986
T0003,T0024	C020	54.982	0.7822
T0007,T0015	C005	100.000	0.2292
T0013,T0015	C063	59.672	0.4894
T0007,T0017	C033	82.739	0.6842
T0007,T0018	C017	80.900	0.8347
T0005,T0013	C048	35.238	0.6555
T0007,T0023	C051	100.000	0.0963
T0019,T0021	C054	40.350	0.1818
T0014,T0022	C050	66.939	0.0410
T0014,T0015	C015	63.598	0.3078
T0013,T0014	C066	71.410	0.6737
T0004,T0026	C039	100.000	0.3589
T0004,T0017	C048	100.000	0.0100
T0013,T0028	C018	80.387	0.3871
T0003,T0028	C047	90.440	0.0806
T0010,T0028	C013	86.983	0.2286
T0004,T0023	C049	97.397	0.4787
T0002,T0015	C056	22.753	0.2594
T0006,T0015	C001	79.384	0.1822
T0019,T0027	C031	100.000	0.1913
T0013,T0025	C031	36.389	0.6214
T0017,T0029	C051	46.901	0.0546
T0010,T0028	C029	48.735	0.0991
T0001,T0011	C011	58.618	0.0100
T0014,T0026	C053	61.924	0.3354
T0001,T0004	C005	46.973	0.6449
T0013,T0022	C026	33.377	0.6837
T0025,T0026	C027	100.000	0.3560
T0011,T0028	C044	61.148	0.2751
T0007,T0018	C051	82.266	0.0866
T0010,T0017	C040	18.436	0.3322
T0002,T0027	C069	100.000	0.1636
T0004,T0016	C037	59.940	0.1864
T0000,T0004	C030	89.323	0.2535
T0010,T0018	C047	100.000	0.3384
T0014,T0024	C027	100.000	0.1430
T0002,T0018	C042	82.494	0.6522
T0013,T0018	C068	42.739	0.1961
T0008,T0012	C015	51.128	0.5177
T0013,T0029	C019	89.519	0.7036
T0007,T0026	C023	75.183	0.5474
T0003,T0028	C054	100.000	0.2299
T0000,T0026	C009	64.210	0.5196
T0018,T0023	C066	83.659	0.7922
T0008,T0016	C060	56.416	0.1614
T0008,T0015	C047	59.331	0.3846
T0002,T0027	C022	100.000	0.9469
T0008,T0027	C007	100.000	0.6918
T0001,T0024	C006	57.942	0.2363
T0011,T0028	C062	90.123	0.4404
T0013,T0026	C022	71.136	0.4249
T0007,T0016	C056	82.288	0.3723
T0003,T0010	C046	10.000	0.2963
T0016,T0022	C023	71.750	0.2639
T0015,T0027	C002	100.000	0.8362
T0015,T0016	C052	72.904	0.3666
T0006	C055	65.557	0.3047
T0010,T0022	C064	100.000	0.2500
T0023,T0026	C042	62.286	0.3187
T0005,T0007	C066	100.000	0.3127
T0017,T0029	C059	42.158	0.8243
T0015,T0021	C011	100.000	0.1846
T0002,T0019	C053	53.142	0.0100
T0008,T0021	C016	86.596	0.5340
T0017,T0024	C043	79.714	0.6787
T0027,T0028	C044	40.516	0.7159
T0004,T0023	C026	100.000	0.6174
T0000,T0019	C019	33.801	0.4199
T0001,T0018	C036	100.000	0.3235
T0010,T0029	C033	45.931	0.1420
T0008,T0011	C005	92.593	0.2732
T0005,T0006	C034	56.559	0.6268
T0016,T0026	C005	10.000	0.5985
T0008,T0021	C027	18.839	0.3258
T0008,T0015	C037	51.590	0.0937
T0019,T0022	C030	47.693	0.2905
T0007,T0014	C018	61.263	0.7240
T0002,T0020	C050	91.602	0.1132
T0001,T0008	C053	32.685	0.3664
T0014,T0021	C045	39.292	0.2789
T0002,T0029	C041	67.365	0.3034
T0003,T0013	C035	58.706	0.8495
T0005,T0009	C031	46.503	0.8492
T0004,T0007	C019	88.214	0.6604
T0008,T0029	C058	57.555	0.1553
T0014,T0022	C044	37.199	0.7596
T0005,T0010	C068	87.383	0.4531
T0005,T0019	C028	100.000	0.4429
T0007,T0028	C067	84.116	0.6715
T0015,T0028	C045	61.597	0.7439
T0004,T0016	C061	75.903	0.5054
T0024,T0028	C048	44.794	0.0100
T0004,T0009	C051	89.573	0.1788
T0010,T0026	C012	58.865	0.3598
T0014,T0022	C032	42.399	0.6924
T0002,T0008	C033	34.298	0.3386
T0006,T0023	C044	53.392	0.0100
T0020,T0028	C049	16.534	0.7959
T0000,T0028	C045	100.000	0.4852
T0006,T0022	C049	19.867	0.6244
T0004,T0020	C038	93.673	0.5470
T0004,T0011	C021	55.598	0.7959
T0004,T0025	C039	66.628	0.3308
T0003,T0023	C063	87.922	0.3103
T0008,T0023	C034	45.237	0.4105
T0001,T0018	C061	53.421	0.3611
T0023,T0028	C010	71.246	0.5538
T0001,T0025	C012	10.000	0.1165
T0012,T0029	C061	99.256	0.7504
T0011,T0015	C020	63.237	0.3389
T0015,T0028	C028	46.016	0.6299
