task_id_list	courier_id	total_score	willingness
T0016,T0024	C047	70.746	0.5968
T0007,T0020	C041	89.004	0.7222
T0012,T0029	C060	40.314	0.7909
T0002,T0017	C042	63.361	0.3660
T0015,T0017	C047	100.000	0.1075
T0005,T0028	C001	44.478	0.1999
T0010,T0028	C008	80.195	0.6248
T0005,T0023	C061	76.876	0.4480
T0003,T0019	C065	36.830	0.7982
T0000,T0022	C011	50.783	0.2668
T0005,T0007	C004	90.289	0.5421
T0014,T0017	C002	100.000	0.2623
T0004,T0022	C015	100.000	0.2184
T0005,T0020	C028	83.461	0.8846
T0005,T0023	C051	35.532	0.3246
T0000,T0002	C010	59.357	0.1323
T0017,T0023	C005	84.267	0.3725
T0009,T0022	C056	55.014	0.2539
T0028	C043	23.079	0.9500
T0019	C056	10.000	0.9500
T0018,T0021	C003	76.326	0.2097
T0004,T0026	C019	54.983	0.6697
T0007,T0016	C051	58.430	0.9296
T0015,T0019	C023	53.460	0.6975
T0009,T0026	C064	71.077	0.4244
T0000,T0014	C032	80.806	0.6561
T0013,T0020	C010	100.000	0.4085
T0000,T0023	C051	84.402	0.3603
T0004,T0020	C027	57.692	0.0100
T0005,T0024	C059	73.525	0.9283
T0021,T0027	C022	75.990	0.6963
T0007,T0023	C027	89.033	0.2722
T0001,T0019	C011	100.000	0.2630
T0006,T0018	C049	53.421	0.2907
T0001,T0015	C030	14.559	0.9500
T0000,T0017	C059	86.313	0.8365
T0012,T0024	C045	43.704	0.5649
T0001,T0013	C003	37.825	0.3861
T0015,T0028	C033	70.785	0.4579
T0000,T0029	C001	65.377	0.6313
T0017,T0027	C042	79.352	0.4072
T0010,T0018	C068	82.991	0.6427
T0028,T0029	C009	100.000	0.6708
T0023,T0025	C069	73.371	0.1367
T0007,T0028	C061	90.893	0.7961
T0002,T0011	C036	90.682	0.2102
T0007,T0018	C007	55.682	0.2550
T0011,T0013	C013	49.875	0.2899
T0002,T0015	C002	32.537	0.5357
T0012,T0018	C000	40.366	0.4536
T0012,T0029	C010	65.621	0.6466
T0006,T0020	C024	63.477	0.8758
T0012,T0024	C024	100.000	0.9500
T0010,T0026	C032	52.765	0.6396
T0004,T0022	C000	59.978	0.2113
T0021,T0022	C025	100.000	0.0100
T0019,T0029	C001	26.407	0.6631
T0009,T0018	C029	52.723	0.1902
T0005	C002	30.741	0.8178
T0003	C017	35.942	0.4108
T0010,T0015	C032	100.000	0.4938
T0022,T0023	C028	48.993	0.3676
T0021,T0023	C043	43.994	0.8363
T0009,T0019	C008	82.242	0.1098
T0001,T0008	C020	100.000	0.9311
T0028,T0029	C029	85.386	0.0572
T0001,T0004	C008	44.173	0.4447
T0014,T0016	C025	100.000	0.5500
T0014,T0020	C038	73.861	0.7072
T0019,T0026	C044	100.000	0.1512
T0009,T0023	C016	66.241	0.1610
T0001,T0006	C033	86.992	0.0537
T0016,T0023	C048	21.563	0.9028
T0002	C026	36.690	0.2843
T0012,T0026	C027	57.488	0.8723
T0003,T0028	C065	24.614	0.4512
T0003,T0019	C042	10.000	0.4840
T0002,T0016	C053	43.955	0.5144
T0014,T0028	C065	69.529	0.3361
T0014,T0025	C017	59.493	0.9142
T0018,T0019	C029	36.614	0.9168
T0019,T0020	C007	61.318	0.4677
T0000,T0007	C033	49.233	0.6213
T0002,T0027	C067	74.483	0.2419
T0015,T0028	C067	42.815	0.4927
T0015,T0019	C061	10.000	0.4141
T0013,T0014	C018	64.522	0.9500
T0009,T0027	C007	100.000	0.4864
T0010,T0021	C031	100.000	0.3938
T0007,T0019	C055	76.138	0.4052
T0002,T0026	C051	49.759	0.4090
T0003,T0004	C022	21.983	0.3024
T0002,T0021	C051	90.795	0.0320
T0022,T0029	C042	96.361	0.4120
T0009,T0011	C045	92.638	0.2735
T0013,T0029	C009	54.856	0.2541
T0024,T0026	C050	35.800	0.4775
T0018,T0020	C008	100.000	0.3379
T0022,T0023	C059	10.000	0.2193
T0002,T0022	C059	99.515	0.5264
T0009,T0021	C024	41.929	0.1659
T0013,T0020	C045	77.479	0.2774
T0012,T0016	C035	36.871	0.6461
T0010,T0016	C023	84.136	0.3886
T0024,T0029	C047	69.586	0.0959
T0017,T0021	C020	54.043	0.2851
T0005,T0018	C029	100.000	0.1278
T0006,T0022	C035	59.044	0.2749
T0004,T0006	C010	77.060	0.3604
T0015,T0019	C048	98.481	0.9500
T0001,T0004	C000	94.744	0.2902
T0009,T0029	C062	76.525	0.4088
T0003,T0007	C045	100.000	0.7970
T0011,T0023	C067	100.000	0.5401
T0004,T0022	C021	52.547	0.9500
T0007,T0012	C006	10.992	0.2866
T0001,T0029	C010	59.995	0.5625
T0003,T0019	C053	96.079	0.2338
T0004,T0021	C045	32.245	0.0100
T0014,T0028	C063	78.897	0.2910
T0007,T0017	C008	31.607	0.1844
T0013,T0014	C049	56.952	0.5809
T0010,T0016	C063	35.180	0.4803
T0010,T0012	C069	38.870	0.4859
T0004,T0009	C005	100.000	0.8889
T0019	C003	26.772	0.9500
T0021,T0028	C009	67.817	0.1238
T0017	C063	42.301	0.8643
T0011,T0028	C066	71.395	0.3564
T0003,T0009	C040	100.000	0.1733
T0007,T0026	C017	10.000	0.8158
T0014,T0024	C059	87.885	0.7229
T0001,T0020	C007	32.579	0.2912
T0002,T0008	C005	67.343	0.1173
T0000,T0025	C061	64.851	0.5848
T0002,T0011	C008	83.803	0.5193
T0003,T0019	C068	100.000	0.2124
T0026,T0027	C061	100.000	0.2372
T0028,T0029	C002	45.699	0.2470
T0006,T0011	C008	97.561	0.0734
T0007,T0025	C001	63.487	0.2718
T0005,T0019	C068	67.270	0.5431
T0021,T0022	C014	57.679	0.6476
T0007,T0013	C025	51.950	0.1453
T0005,T0012	C034	41.176	0.2786
T0002	C021	10.000	0.6244
T0011,T0014	C015	70.559	0.1465
T0009,T0019	C000	69.484	0.8145
T0008,T0022	C023	100.000	0.0456
T0003,T0007	C020	50.454	0.2222
T0004,T0008	C002	38.509	0.6756
T0006,T0011	C012	100.000	0.7928
T0016,T0019	C026	80.896	0.3249
T0005,T0014	C052	70.305	0.0100
T0002,T0022	C008	100.000	0.4020
T0002,T0018	C034	82.564	0.1475
T0025	C031	21.214	0.8692
T0001,T0021	C033	93.521	0.1562
T0002,T0021	C035	10.000	0.2284
T0027,T0028	C015	67.890	0.9218
T0012,T0026	C036	100.000	0.4339
T0010,T0027	C022	100.000	0.6943
T0003,T0014	C040	50.920	0.3462
T0026	C053	60.073	0.9500
T0015,T0023	C064	67.167	0.5908
T0011	C062	10.000	0.7469
T0003,T0007	C039	88.691	0.5689
T0025,T0029	C010	40.624	0.1132
T0021,T0025	C010	41.497	0.1389
T0026,T0028	C031	100.000	0.1404
T0003,T0017	C053	13.793	0.5669
T0011,T0017	C011	27.670	0.5915
T0011,T0027	C023	69.221	0.3607
T0008,T0010	C019	72.930	0.4027
T0001	C040	23.926	0.1351
T0020,T0023	C052	54.369	0.6820
T0000,T0005	C044	91.539	0.1327
T0020,T0025	C031	70.235	0.1896
T0021,T0024	C039	73.526	0.7545
T0004,T0024	C010	33.753	0.5265
T0021,T0023	C059	87.756	0.4276
T0003,T0019	C010	34.166	0.0918
T0008	C017	41.921	0.3258
T0002,T0020	C059	100.000	0.9221
T0005,T0024	C055	100.000	0.6623
T0017,T0026	C016	77.946	0.9289
T0011,T0016	C009	98.274	0.7407
