task_id_list	courier_id	total_score	willingness
T0003,T0004	C004	67.690	0.9500
T0000,T0002	C000	38.140	0.5185
T0004,T0005	C010	51.730	0.8040
T0002	C005	10.000	0.5190
T0000,T0003	C010	65.705	0.1309
T0003,T0005	C000	53.120	0.1116
T0000	C007	25.216	0.3198
T0001,T0003	C007	27.301	0.6921
T0001,T0004	C002	59.460	0.4170
T0000,T0001	C004	50.448	0.2543
T0002,T0005	C000	59.018	0.2933
T0000,T0002	C011	58.341	0.7443
T0003,T0005	C011	34.638	0.3004
T0001,T0005	C011	36.210	0.1651
T0002,T0003	C006	73.476	0.1478
T0002,T0003	C002	36.795	0.6259
T0003,T0004	C011	40.056	0.4729
T0001,T0002	C007	17.539	0.2610
T0005	C005	46.756	0.5457
T0001,T0003	C010	52.927	0.3430
T0003,T0005	C003	43.382	0.2427
T0000,T0001	C010	59.955	0.0343
T0003	C001	40.061	0.7484
T0002,T0003	C004	36.392	0.5220
T0000,T0002	C004	35.933	0.1366
T0002,T0004	C003	48.471	0.7250
T0005	C000	40.786	0.3062
T0005	C010	15.633	0.4169
T0003	C003	10.000	0.9177
T0003,T0005	C001	65.505	0.7535
T0000,T0002	C007	54.767	0.9500
T0004,T0005	C004	100.000	0.2799
T0000,T0003	C000	44.759	0.5214
T0001,T0005	C004	63.067	0.1554
T0001,T0002	C002	56.069	0.5932
T0001,T0003	C009	66.035	0.0281
T0001,T0003	C003	21.989	0.9074
T0000,T0001	C009	58.144	0.4731
T0003,T0004	C009	70.840	0.4538
T0003,T0004	C002	56.245	0.8028
T0002	C010	51.314	0.9484
T0002,T0004	C002	51.838	0.4841
T0003	C009	27.891	0.5848
T0000,T0004	C007	59.076	0.2775
T0000,T0004	C008	71.630	0.3877
T0003,T0004	C000	67.613	0.3471
T0002,T0004	C000	45.702	0.3613
T0004,T0005	C003	77.926	0.0682
T0001,T0004	C010	65.327	0.3837
T0002	C003	21.111	0.9421
T0000,T0002	C001	28.383	0.5638
T0000,T0005	C006	67.593	0.1398
T0002,T0003	C003	32.838	0.2051
T0004	C000	44.627	0.9500
T0000,T0001	C011	52.442	0.1173
T0002,T0005	C002	39.179	0.5090
T0001	C007	49.956	0.8497
T0001,T0002	C008	28.669	0.4111
T0001	C010	21.454	0.9500
T0002,T0004	C010	54.942	0.0806
T0003	C004	17.227	0.7767
T0002,T0004	C006	77.099	0.7783
T0003,T0005	C009	35.398	0.8382
T0002,T0005	C003	31.211	0.1188
T0000,T0005	C010	57.116	0.1731
T0002,T0005	C011	89.817	0.1908
T0004,T0005	C001	55.818	0.1809
T0000,T0003	C006	48.002	0.1194
T0004	C010	13.838	0.9035
T0000,T0003	C007	61.374	0.0276
T0000,T0001	C006	42.505	0.3629
T0002,T0005	C008	88.225	0.9500
T0002,T0005	C001	78.155	0.0861
T0000,T0005	C009	69.699	0.6687
T0004,T0005	C007	60.822	0.2725
T0002,T0003	C011	37.379	0.7761
T0000,T0005	C002	67.891	0.1564
T0001,T0004	C000	55.386	0.3061
T0001	C005	31.515	0.4207
T0001,T0002	C004	23.826	0.8322
T0004,T0005	C002	57.739	0.1185
T0002,T0003	C007	24.473	0.1170
T0000	C008	31.284	0.7004
T0000	C004	19.499	0.9500
T0003	C002	17.314	0.7167
T0002	C000	24.511	0.9500
T0001,T0002	C001	41.055	0.2739
T0004	C009	36.891	0.6002
T0002,T0005	C005	48.353	0.2394
T0003	C007	25.967	0.9500
T0002	C009	10.000	0.6055
T0001,T0002	C011	51.445	0.5766
T0000,T0005	C000	46.373	0.4280
T0000,T0004	C011	63.863	0.5940
T0002	C008	23.317	0.9500
T0000,T0005	C003	56.981	0.3109
T0001,T0005	C009	79.528	0.1821
T0000,T0005	C004	70.190	0.4744
T0000,T0001	C008	35.698	0.2833
T0005	C009	17.031	0.6027
T0000,T0003	C001	49.066	0.5146
T0000,T0003	C003	56.752	0.1606
T0005	C007	11.005	0.5109
T0004,T0005	C009	85.891	0.1656
T0005	C006	11.187	0.8051
T0002	C011	24.888	0.7877
T0000,T0005	C007	32.329	0.1704
T0002	C007	12.339	0.3611
T0000,T0004	C006	44.025	0.7921
T0000,T0003	C009	33.241	0.1705
T0001,T0004	C005	51.995	0.5857
T0000	C003	15.967	0.9500
T0000,T0005	C011	41.662	0.1500
T0001,T0005	C007	83.901	0.1379
T0001	C002	33.202	0.4677
T0002,T0003	C000	22.734	0.9410
T0004	C005	37.928	0.9500
T0003,T0005	C005	64.234	0.4583
T0001,T0004	C001	43.766	0.2575
T0005	C004	27.705	0.6250
