task_id_list	courier_id	total_score	willingness
T0005	C000	22.185	0.2609
T0002,T0005	C004	36.569	0.1192
T0000,T0004	C003	77.377	0.1546
T0000,T0003	C002	47.407	0.9500
T0002	C003	17.760	0.9500
T0002	C008	44.765	0.9497
T0001	C000	17.622	0.2848
T0003	C006	23.229	0.6846
T0002,T0004	C007	62.010	0.2495
T0002,T0004	C005	44.693	0.3038
T0003,T0004	C003	80.076	0.1079
T0001,T0004	C008	80.594	0.1451
T0001,T0002	C006	57.562	0.2878
T0002,T0004	C009	57.402	0.5211
T0001,T0005	C010	73.678	0.1194
T0001,T0003	C006	27.746	0.7737
T0000	C004	12.964	0.9461
T0004,T0005	C000	36.930	0.2472
T0002,T0004	C010	63.001	0.4494
T0002,T0003	C003	68.871	0.3095
T0002,T0003	C009	48.048	0.4613
T0001,T0005	C000	61.737	0.1425
T0001,T0004	C005	30.830	0.8284
T0000	C000	18.032	0.7202
T0003	C008	10.141	0.9500
T0000,T0002	C005	52.539	0.3604
T0005	C010	16.082	0.9500
T0004,T0005	C005	58.532	0.1546
T0003,T0005	C006	42.384	0.1753
T0005	C006	15.840	0.7256
T0000	C010	19.321	0.9017
T0000,T0002	C000	32.140	0.4814
T0000,T0001	C011	57.227	0.8863
T0003	C011	11.076	0.9500
T0002	C001	10.000	0.9500
T0000	C009	39.002	0.3616
T0000,T0002	C007	48.912	0.7788
T0001,T0002	C008	31.935	0.4976
T0004,T0005	C007	23.108	0.3757
T0000,T0002	C002	54.730	0.5171
T0001,T0004	C007	59.594	0.9273
T0002,T0005	C001	46.045	0.9373
T0002,T0003	C001	34.729	0.2826
T0000,T0003	C011	96.575	0.1893
T0004	C000	36.808	0.2814
T0000,T0004	C007	69.939	0.1126
T0003	C003	19.332	0.5205
T0003,T0004	C004	69.406	0.3159
T0002,T0005	C009	55.625	0.0758
T0005	C009	16.189	0.9500
T0000,T0005	C011	33.255	0.2254
T0002,T0005	C010	34.187	0.1915
T0001,T0005	C007	36.172	0.4581
T0003	C002	10.000	0.9500
T0003	C010	38.254	0.7371
T0003	C005	18.728	0.8357
T0000,T0004	C000	60.165	0.0938
T0004,T0005	C009	73.285	0.1375
T0002,T0004	C011	87.760	0.1629
T0001	C001	10.672	0.3774
T0001,T0005	C011	44.486	0.5709
T0002,T0003	C011	93.775	0.4227
T0001,T0002	C011	56.704	0.3312
T0004	C003	10.000	0.7315
T0002,T0004	C006	67.932	0.3423
T0000,T0005	C005	56.493	0.2430
T0000,T0003	C009	91.119	0.2704
T0000,T0001	C003	64.645	0.3051
T0000,T0003	C006	67.035	0.1438
T0002	C010	10.000	0.9500
T0001,T0003	C005	30.269	0.3904
T0002,T0005	C007	83.145	0.5929
T0005	C011	44.893	0.7164
T0000	C005	42.846	0.9500
T0005	C002	39.767	0.9500
T0001,T0004	C004	65.301	0.3657
T0003	C009	34.112	0.5032
T0001,T0002	C000	52.945	0.3981
T0003	C000	35.383	0.9500
T0000	C011	23.521	0.9424
T0003,T0005	C002	54.968	0.5244
T0001,T0002	C002	29.012	0.0482
T0000,T0005	C000	66.802	0.6825
T0001,T0005	C001	52.172	0.4421
T0000,T0005	C001	51.839	0.1027
T0000,T0003	C010	75.621	0.1882
T0000,T0005	C003	60.167	0.1475
T0005	C003	10.000	0.5298
T0001	C010	38.242	0.9500
T0001,T0004	C011	72.631	0.5389
T0003,T0004	C001	27.959	0.7386
T0001,T0002	C007	36.562	0.2014
T0002,T0004	C002	49.026	0.7666
T0001,T0002	C004	46.775	0.8307
T0004	C008	12.196	0.9292
T0001	C005	34.361	0.3577
T0004	C004	13.360	0.1749
T0000,T0002	C006	37.566	0.1621
T0003,T0004	C006	40.519	0.5466
T0003,T0005	C000	67.631	0.3877
T0002,T0005	C008	71.027	0.1291
T0002,T0005	C005	56.062	0.4648
T0000,T0003	C007	22.281	0.1246
T0002,T0005	C002	41.964	0.4444
T0005	C004	16.742	0.8653
T0002,T0003	C006	83.558	0.1206
T0000,T0001	C006	59.779	0.4438
T0002	C007	20.688	0.4846
T0001,T0002	C001	75.920	0.1923
T0004,T0005	C006	79.867	0.1965
T0001,T0004	C001	43.180	0.6837
T0000,T0004	C006	31.818	0.7341
T0001,T0005	C004	72.337	0.2217
T0000,T0002	C009	28.832	0.1667
T0002,T0005	C000	53.031	0.9349
T0000	C006	10.000	0.7972
T0002	C002	15.427	0.9500
T0004,T0005	C002	77.118	0.1448
T0002,T0005	C003	59.251	0.7281
T0001	C003	33.356	0.9191
