task_id_list	courier_id	total_score	willingness
T0018,T0032	C068	62.171	0.2633
T0027,T0039	C076	61.648	0.3008
T0007,T0017	C012	61.067	0.1929
T0007,T0037	C004	81.540	0.4189
T0018,T0033	C031	22.047	0.2603
T0026,T0037	C044	47.020	0.1553
T0006,T0017	C073	47.743	0.3348
T0010,T0032	C072	64.665	0.0894
T0013,T0021	C056	73.118	0.3288
T0006,T0016	C023	40.833	0.5721
T0018,T0034	C004	57.625	0.2712
T0017,T0031	C026	84.079	0.1239
T0004,T0036	C050	33.815	0.0594
T0030,T0039	C009	73.308	0.6302
T0007,T0039	C053	69.313	0.1995
T0002,T0026	C057	45.223	0.4051
T0031,T0034	C038	52.827	0.3626
T0008,T0013	C076	54.558	0.3345
T0035,T0037	C065	78.095	0.0494
T0018,T0029	C037	50.989	0.6805
T0001,T0008	C010	92.276	0.6936
T0027,T0032	C062	57.239	0.1304
T0003,T0016	C032	80.923	0.1485
T0036,T0039	C066	86.102	0.1040
T0015,T0016	C062	71.195	0.7069
T0017,T0018	C008	71.463	0.1353
T0005,T0035	C061	43.569	0.5434
T0017,T0019	C061	57.068	0.0418
T0024,T0034	C015	45.719	0.1281
T0018,T0025	C079	63.241	0.0141
T0022,T0037	C058	35.599	0.0482
T0011,T0037	C071	59.537	0.5357
T0008,T0037	C039	32.932	0.1526
T0008,T0011	C051	61.919	0.0586
T0011,T0032	C030	37.630	0.1764
T0017	C047	16.649	0.8992
T0006,T0020	C020	54.355	0.3123
T0000,T0028	C069	44.507	0.4992
T0007,T0028	C038	81.607	0.6403
T0005,T0037	C066	52.255	0.1970
T0029,T0039	C007	50.225	0.3383
T0018,T0028	C042	53.047	0.1612
T0001,T0025	C065	45.613	0.4816
T0029,T0037	C079	76.158	0.4676
T0013,T0025	C024	69.665	0.1466
T0014,T0039	C003	58.452	0.1246
T0012,T0017	C012	45.238	0.0519
T0031	C014	13.879	0.6630
T0010,T0031	C001	98.346	0.0441
T0020,T0037	C019	40.377	0.4993
T0017,T0030	C011	58.567	0.1289
T0027,T0030	C065	48.014	0.0841
T0015,T0016	C037	63.732	0.1887
T0014,T0018	C010	89.549	0.7117
T0001,T0010	C059	45.973	0.2867
T0016	C010	39.534	0.8075
T0021,T0022	C042	41.360	0.0362
T0009,T0019	C079	55.517	0.1299
T0019	C070	14.198	0.9500
T0021,T0038	C062	45.568	0.1609
T0018,T0021	C036	49.611	0.1684
T0026,T0029	C025	59.377	0.1510
T0004,T0033	C035	36.771	0.2402
T0014,T0034	C023	43.483	0.7262
T0012,T0013	C045	64.337	0.1151
T0005,T0025	C050	58.299	0.5236
T0031,T0033	C006	41.415	0.4963
T0001,T0004	C004	21.074	0.7441
T0004,T0038	C068	100.000	0.0672
T0002,T0033	C049	90.817	0.2290
T0012,T0030	C062	49.685	0.6836
T0021,T0028	C078	46.191	0.3395
T0023,T0029	C014	58.892	0.4586
T0020,T0036	C016	77.963	0.0879
T0039	C019	33.312	0.1978
T0001,T0027	C000	55.820	0.6294
T0016,T0034	C017	49.812	0.1293
T0006,T0028	C055	66.900	0.4452
T0029,T0034	C003	75.061	0.7547
T0003,T0033	C011	77.051	0.2970
T0004,T0028	C039	89.325	0.7729
T0016,T0038	C008	74.963	0.2577
T0018,T0037	C018	51.656	0.3344
T0028,T0031	C039	40.767	0.0672
T0022,T0034	C073	45.020	0.5365
T0003,T0035	C060	63.064	0.7576
T0003,T0027	C050	35.929	0.3206
T0008,T0039	C065	79.587	0.3860
T0026,T0027	C055	72.766	0.6284
T0013,T0023	C049	72.501	0.1337
T0006,T0021	C056	63.613	0.2599
T0012,T0035	C036	53.569	0.3409
T0006,T0017	C071	71.105	0.2725
T0006,T0025	C068	85.590	0.0495
T0002,T0003	C072	52.223	0.2978
T0004,T0025	C031	43.809	0.5006
T0018,T0026	C026	58.306	0.2876
T0008	C015	16.582	0.9500
T0010,T0030	C004	73.788	0.1053
T0011,T0023	C051	56.938	0.3529
T0002,T0004	C034	80.612	0.6564
T0002,T0025	C070	56.743	0.4257
T0002,T0016	C010	79.720	0.3294
T0004,T0023	C075	26.467	0.0583
T0018,T0036	C076	49.183	0.1656
T0001,T0032	C075	57.297	0.2356
T0009	C026	25.528	0.7216
T0025	C007	21.229	0.6068
T0008,T0026	C060	75.381	0.0569
T0022,T0026	C062	36.643	0.3425
T0002,T0024	C050	55.595	0.1447
T0021,T0026	C011	76.561	0.5474
T0005,T0028	C060	54.922	0.6702
T0016,T0038	C002	55.684	0.2896
T0000,T0010	C020	59.502	0.3974
T0037,T0038	C003	78.631	0.2426
T0010,T0029	C055	84.457	0.2275
T0002,T0039	C069	48.689	0.3001
T0018,T0034	C036	33.008	0.1565
T0006,T0038	C000	53.854	0.2634
T0013,T0031	C045	51.497	0.0165
T0007,T0032	C072	89.596	0.5882
T0036,T0038	C054	43.988	0.0722
T0039	C070	22.214	0.7366
T0003,T0026	C066	34.379	0.0697
T0001,T0014	C074	28.979	0.3197
T0009,T0022	C042	45.513	0.3135
T0005,T0039	C032	76.066	0.3490
T0003,T0026	C033	77.644	0.3418
T0016,T0039	C031	32.525	0.1724
T0009,T0030	C057	45.264	0.7989
T0007,T0012	C001	25.383	0.2791
T0008,T0014	C041	64.234	0.3532
T0021,T0037	C057	32.699	0.2947
T0015,T0017	C004	60.419	0.0883
T0000,T0028	C070	43.433	0.0827
T0026,T0029	C012	75.016	0.1645
T0029,T0030	C037	28.736	0.5712
T0002,T0032	C060	84.907	0.1675
T0001,T0016	C047	47.615	0.0835
T0020,T0027	C032	37.292	0.5767
T0035,T0039	C040	68.653	0.0620
T0020	C049	19.068	0.9131
T0003,T0026	C079	50.194	0.4352
T0003,T0011	C059	51.728	0.5879
T0024,T0026	C067	94.056	0.5497
T0010,T0038	C021	72.665	0.5368
T0000,T0036	C064	44.088	0.0316
T0008,T0013	C009	70.022	0.5740
T0026,T0031	C029	100.000	0.2646
T0016,T0029	C033	43.097	0.1255
T0013,T0022	C054	73.399	0.1963
T0006,T0020	C045	60.330	0.1578
T0018,T0034	C067	89.765	0.3860
T0011,T0037	C044	44.557	0.0222
T0007,T0038	C028	59.852	0.0100
T0000,T0005	C049	28.063	0.0502
T0031,T0038	C059	70.501	0.3712
T0005,T0016	C071	63.265	0.2513
T0008,T0015	C061	37.145	0.4718
T0008,T0028	C066	69.737	0.1426
T0015,T0022	C007	93.623	0.0865
T0024,T0032	C011	44.418	0.1909
T0021	C057	18.830	0.4229
T0021,T0027	C023	39.926	0.1886
T0004,T0032	C064	92.047	0.1234
T0022,T0034	C031	78.674	0.9500
T0005,T0023	C037	56.907	0.0930
T0031,T0032	C026	53.241	0.4025
T0017,T0028	C006	38.026	0.1212
T0025,T0027	C043	50.666	0.0907
T0000,T0025	C067	57.606	0.3522
T0001,T0034	C042	59.202	0.3836
T0038	C065	37.338	0.5495
T0010,T0036	C066	91.761	0.3728
T0030,T0032	C012	60.320	0.0885
T0033,T0034	C039	55.839	0.0589
T0005,T0020	C067	30.627	0.3573
T0010,T0023	C079	49.692	0.2678
T0029,T0038	C009	29.167	0.4890
T0005,T0019	C023	32.144	0.1627
T0030,T0031	C045	53.545	0.3153
T0014,T0034	C078	83.599	0.0822
T0027,T0030	C058	34.095	0.2257
T0031,T0037	C079	47.885	0.3855
T0001,T0034	C027	88.712	0.0643
T0021,T0032	C065	43.186	0.3194
T0004,T0029	C047	61.544	0.0768
T0011,T0013	C019	45.580	0.0761
T0022,T0025	C001	66.060	0.0643
T0014,T0032	C035	79.951	0.3354
T0022,T0039	C065	62.924	0.1607
T0003,T0032	C068	75.702	0.3147
T0034,T0039	C026	54.551	0.6105
T0007,T0023	C029	61.899	0.1885
T0022,T0031	C031	77.609	0.0782
T0020,T0032	C078	100.000	0.4170
T0014,T0019	C054	70.017	0.3863
T0007,T0027	C062	77.963	0.1149
T0025,T0037	C049	49.336	0.3423
T0011,T0037	C072	47.228	0.4115
T0016,T0029	C065	37.153	0.4009
T0037	C007	40.195	0.4128
T0021,T0027	C036	40.093	0.1580
T0020,T0033	C017	64.870	0.4747
T0015,T0020	C011	72.653	0.2590
T0023,T0024	C036	52.342	0.3902
T0000,T0006	C047	61.519	0.2711
T0022,T0025	C067	52.114	0.4177
T0007,T0034	C057	52.410	0.0100
T0005,T0020	C007	25.383	0.2749
T0008,T0010	C050	36.613	0.0918
T0025,T0026	C033	31.734	0.3495
T0009,T0012	C077	73.637	0.1153
T0017,T0032	C017	17.870	0.3704
T0020,T0035	C056	78.147	0.3014
T0013	C066	39.908	0.6794
T0012,T0032	C055	69.355	0.1777
T0006,T0025	C017	70.368	0.2058
T0020,T0038	C051	32.440	0.3183
T0031,T0034	C022	51.531	0.0100
T0007,T0016	C055	74.806	0.0865
T0003,T0022	C002	53.722	0.2075
T0016,T0032	C044	49.477	0.1228
T0006,T0021	C054	70.952	0.2374
T0017,T0031	C010	68.018	0.1493
T0019,T0036	C021	53.072	0.1005
T0007,T0017	C076	33.628	0.1191
T0002,T0033	C017	46.147	0.1352
T0001,T0031	C079	48.371	0.1885
T0017,T0037	C021	77.488	0.4004
T0006,T0017	C048	83.033	0.2266
T0007,T0013	C048	83.506	0.1127
T0011,T0024	C054	70.222	0.3011
T0005,T0039	C003	44.717	0.3219
T0026,T0031	C033	31.201	0.6179
T0004,T0009	C007	64.678	0.2820
T0006,T0032	C012	40.457	0.0100
T0022,T0033	C037	76.363	0.0256
T0002,T0017	C058	89.885	0.1331
T0012,T0017	C068	53.568	0.9500
T0034,T0039	C010	74.961	0.2374
T0017,T0031	C028	50.231	0.2938
T0003,T0039	C077	37.671	0.2854
T0003,T0039	C009	34.931	0.2403
T0004,T0023	C054	79.237	0.3305
T0027,T0031	C076	76.704	0.1625
T0008,T0012	C064	82.424	0.1698
T0012,T0019	C050	59.273	0.2755
T0024,T0038	C010	97.587	0.6112
T0001,T0012	C048	43.728	0.3981
T0015,T0020	C063	90.341	0.2002
T0001,T0032	C064	35.344	0.0100
T0004,T0018	C078	54.789	0.0121
T0019,T0039	C075	68.803	0.1656
T0022,T0037	C010	88.675	0.2508
T0019,T0026	C072	30.818	0.3281
T0017,T0039	C057	51.293	0.1565
T0003,T0034	C050	65.237	0.7992
T0010,T0033	C062	89.055	0.7264
T0008,T0026	C010	70.937	0.0614
T0012,T0036	C012	45.572	0.1285
T0000,T0026	C049	36.791	0.2568
T0009,T0017	C072	92.818	0.3227
T0014,T0028	C003	56.276	0.2153
T0020,T0021	C026	78.350	0.1804
T0021,T0034	C054	59.168	0.3684
T0024,T0028	C046	95.538	0.2131
T0008,T0013	C012	58.676	0.3960
T0008,T0019	C072	55.788	0.3136
T0011,T0020	C056	50.184	0.0707
T0003,T0034	C002	55.319	0.1384
T0020,T0039	C070	81.021	0.1547
T0004,T0036	C004	82.247	0.3116
T0018,T0027	C032	56.303	0.0337
T0029,T0033	C055	71.694	0.5524
T0004,T0016	C006	52.022	0.1072
T0006,T0020	C000	76.180	0.7166
T0001,T0007	C008	41.727	0.1395
T0010,T0021	C003	56.005	0.1419
T0028,T0039	C077	88.560	0.0591
T0009,T0024	C030	57.427	0.3508
T0010,T0018	C016	36.101	0.2343
T0007,T0027	C022	61.212	0.1810
T0002,T0021	C071	42.042	0.4024
T0020,T0024	C006	60.377	0.2230
T0011,T0014	C017	54.197	0.3034
T0023,T0039	C079	43.987	0.1457
T0006,T0029	C074	79.021	0.0100
T0006,T0009	C016	54.519	0.2335
T0002,T0030	C058	64.884	0.2193
T0003,T0021	C043	51.561	0.0924
T0023,T0038	C000	70.321	0.0559
T0018,T0028	C029	100.000	0.3130
T0009,T0038	C002	84.283	0.7580
T0035,T0037	C019	58.839	0.1127
T0007,T0014	C034	62.846	0.1470
T0027,T0031	C068	54.959	0.1711
T0002,T0024	C002	73.656	0.1280
T0019,T0027	C005	82.772	0.8378
T0004,T0022	C051	45.985	0.2944
T0016,T0031	C077	82.879	0.1352
T0009,T0035	C045	54.671	0.2078
T0004,T0014	C040	44.089	0.6582
T0029,T0030	C001	65.227	0.1580
T0015,T0038	C040	71.178	0.1015
T0005,T0034	C058	51.675	0.1605
T0009,T0013	C040	85.709	0.5131
T0006,T0020	C048	77.842	0.4537
T0014,T0030	C000	78.958	0.5116
T0004,T0015	C009	77.123	0.6246
T0008,T0027	C079	54.818	0.3675
T0009,T0027	C020	93.588	0.2268
T0009,T0013	C055	44.877	0.1790
T0002,T0039	C034	63.453	0.1672
T0015,T0034	C062	46.706	0.1011
T0013,T0026	C040	57.944	0.4225
T0030,T0039	C047	61.725	0.5248
T0033,T0039	C075	63.618	0.4148
T0017,T0026	C034	65.863	0.0940
T0028,T0038	C037	67.958	0.4495
T0008,T0032	C016	79.105	0.0881
T0008,T0023	C047	56.690	0.1000
T0006,T0028	C062	51.216	0.0249
T0002,T0010	C018	27.468	0.3074
T0000,T0026	C038	79.350	0.0300
T0012,T0013	C071	82.633	0.2023
T0003,T0024	C018	57.485	0.1517
T0010,T0018	C011	64.773	0.5068
T0016,T0033	C014	22.320	0.1351
T0014,T0030	C003	48.934	0.1721
T0016,T0023	C071	58.986	0.4909
T0003,T0025	C053	43.277	0.3906
T0030,T0037	C025	54.206	0.6724
T0002,T0035	C041	30.719	0.5109
T0000,T0037	C050	68.181	0.0604
T0001	C043	28.787	0.8527
T0004,T0020	C059	63.979	0.1355
T0024,T0038	C069	48.443	0.0573
T0031	C044	34.860	0.2017
T0010,T0019	C011	54.416	0.0100
T0005,T0015	C054	100.000	0.2972
T0019,T0038	C049	74.634	0.6749
T0027,T0028	C065	56.000	0.6704
T0003,T0024	C071	55.920	0.4988
T0020	C030	13.736	0.4206
T0035,T0039	C043	45.111	0.8007
T0030,T0034	C043	40.295	0.1300
T0005,T0019	C036	48.593	0.2424
T0023,T0030	C028	83.602	0.1898
T0011,T0018	C054	47.269	0.1864
T0008,T0038	C015	76.592	0.0783
T0033,T0037	C064	65.540	0.0827
T0009,T0015	C047	58.211	0.4782
T0016,T0031	C013	71.577	0.0749
T0012,T0038	C021	51.105	0.0430
T0020,T0037	C016	90.810	0.5028
T0010,T0014	C056	47.495	0.0172
T0016,T0017	C011	80.596	0.2609
T0026,T0029	C076	65.194	0.0865
T0005,T0036	C032	83.366	0.0741
T0005,T0010	C072	78.195	0.0513
T0005	C018	10.000	0.9473
T0003,T0013	C037	87.718	0.3901
T0016	C013	38.655	0.7347
T0002,T0006	C008	85.078	0.2649
T0009,T0035	C012	82.425	0.2620
T0001,T0021	C061	72.308	0.2725
T0018,T0025	C051	56.647	0.0100
T0023,T0034	C069	62.174	0.2832
T0034,T0035	C074	63.856	0.1787
T0012,T0014	C017	62.772	0.3449
T0032,T0038	C035	56.154	0.5943
T0001,T0025	C078	55.060	0.1890
T0021,T0033	C032	54.500	0.1753
T0021,T0022	C014	52.940	0.0161
T0032,T0035	C016	64.429	0.0789
T0000,T0010	C047	74.297	0.3063
T0016,T0033	C027	75.567	0.2315
T0028	C002	19.810	0.7236
T0014,T0036	C013	57.257	0.2417
T0008,T0011	C053	41.601	0.0252
T0005,T0022	C025	29.210	0.2857
T0032	C045	17.266	0.3092
T0008,T0039	C059	58.752	0.0984
T0018,T0020	C014	90.516	0.1464
T0007,T0028	C017	86.785	0.4487
T0007,T0025	C006	59.571	0.1417
T0008,T0018	C015	24.682	0.6759
T0012,T0039	C043	50.775	0.1307
T0002,T0019	C025	81.247	0.3736
T0023,T0039	C078	44.343	0.7477
T0006,T0026	C069	54.298	0.1443
T0015,T0024	C032	98.082	0.5011
T0032,T0039	C020	86.052	0.1925
T0001,T0007	C030	31.392	0.2604
T0002,T0015	C034	90.489	0.0100
T0021,T0038	C032	56.792	0.3096
T0004,T0029	C059	86.969	0.5712
T0010,T0039	C078	35.947	0.3694
T0006,T0036	C027	55.097	0.5305
T0023,T0027	C068	71.230	0.5406
T0021,T0025	C038	66.447	0.4047
T0027,T0035	C024	75.974	0.0756
T0004	C052	12.925	0.7618
T0036	C072	12.436	0.3553
T0029,T0038	C018	41.344	0.2137
T0010,T0016	C016	46.696	0.1738
T0029,T0031	C043	52.911	0.8755
T0025,T0029	C026	72.304	0.5895
T0017,T0036	C040	76.768	0.0468
T0003,T0007	C057	88.039	0.2332
T0010	C028	49.319	0.6955
T0004,T0033	C032	73.215	0.1180
T0019,T0034	C047	64.844	0.1208
T0001,T0014	C040	37.650	0.1093
T0018,T0032	C023	77.523	0.8286
T0037	C015	25.725	0.2554
T0022,T0025	C005	87.271	0.2445
T0017,T0038	C030	52.316	0.3116
T0012,T0013	C011	53.395	0.3843
T0011,T0021	C024	84.972	0.3813
T0002,T0037	C006	34.102	0.4375
T0012,T0015	C028	74.424	0.1974
T0007,T0025	C022	56.918	0.5385
T0021,T0026	C035	53.803	0.4256
T0034,T0037	C026	66.837	0.2301
T0016,T0024	C049	53.811	0.2621
T0023,T0030	C056	78.371	0.1673
T0009,T0018	C044	63.549	0.2527
T0027,T0036	C079	29.196	0.2862
T0006,T0038	C011	74.122	0.5494
T0011,T0025	C057	93.249	0.5046
T0023,T0026	C031	58.997	0.4784
T0018,T0028	C030	47.574	0.3515
T0013,T0029	C053	44.343	0.1103
T0004,T0023	C019	39.962	0.1217
T0017,T0029	C002	65.114	0.2656
T0019,T0037	C050	78.804	0.0692
T0001,T0008	C019	93.697	0.4805
T0005,T0015	C010	44.561	0.0339
T0010,T0019	C020	63.482	0.5760
T0000,T0025	C052	53.859	0.1603
T0011,T0032	C039	97.834	0.4767
T0001,T0013	C030	100.000	0.3781
T0014,T0024	C002	53.252	0.0796
