task_id_list	courier_id	total_score	willingness
T0016,T0017	C018	40.166	0.0797
T0012,T0013	C025	74.816	0.1954
T0028,T0033	C052	78.616	0.1960
T0030,T0039	C065	89.684	0.0805
T0034	C033	35.471	0.3610
T0006,T0022	C049	31.930	0.4664
T0022,T0031	C016	65.244	0.1687
T0004,T0007	C073	66.115	0.3768
T0008,T0016	C076	37.423	0.2953
T0010,T0012	C060	87.320	0.0183
T0010,T0013	C013	66.668	0.6461
T0004,T0013	C038	65.505	0.2025
T0026,T0039	C007	60.835	0.3131
T0007,T0012	C012	59.771	0.0784
T0034,T0036	C018	54.596	0.4238
T0009,T0019	C009	40.802	0.0681
T0006,T0019	C062	68.504	0.1443
T0008,T0013	C024	49.991	0.5078
T0017,T0022	C021	63.658	0.5715
T0002,T0023	C031	48.898	0.0798
T0023,T0024	C079	83.991	0.1774
T0018,T0030	C028	37.739	0.1935
T0017,T0018	C040	57.154	0.0877
T0021,T0032	C011	98.986	0.0712
T0030,T0031	C046	28.891	0.3333
T0008,T0015	C045	58.287	0.5284
T0012,T0020	C063	64.245	0.2056
T0008,T0025	C048	88.463	0.1411
T0012,T0013	C003	48.174	0.0100
T0025,T0029	C018	50.388	0.2164
T0012,T0037	C011	76.009	0.3525
T0000,T0015	C000	22.169	0.0269
T0010,T0013	C003	70.226	0.0560
T0015,T0031	C047	52.704	0.0528
T0015,T0032	C009	63.285	0.4848
T0020,T0033	C038	58.728	0.0415
T0012,T0016	C047	59.463	0.2159
T0015,T0038	C001	40.527	0.4604
T0007,T0027	C042	45.285	0.9206
T0005	C038	17.147	0.6370
T0008,T0011	C072	41.613	0.4785
T0021,T0039	C037	65.851	0.1530
T0004,T0033	C044	53.155	0.0100
T0012,T0017	C030	87.253	0.1365
T0008,T0036	C027	52.686	0.0771
T0004,T0027	C075	73.105	0.2202
T0006,T0015	C066	73.452	0.8943
T0015,T0023	C040	68.249	0.2137
T0030,T0036	C052	58.942	0.0285
T0016,T0026	C023	70.576	0.2680
T0013	C067	32.089	0.2537
T0026	C059	30.299	0.3616
T0030,T0031	C048	64.194	0.1883
T0009,T0028	C076	93.528	0.0587
T0021,T0026	C021	45.672	0.1104
T0013,T0021	C067	33.549	0.9500
T0027,T0038	C041	50.855	0.2254
T0031,T0035	C029	68.087	0.1176
T0008,T0030	C045	51.566	0.1035
T0018,T0032	C060	47.697	0.3018
T0010,T0031	C041	59.424	0.1309
T0006,T0028	C016	93.017	0.1293
T0007,T0025	C071	72.060	0.1249
T0005,T0025	C005	99.523	0.5227
T0012,T0032	C022	68.786	0.4990
T0006,T0011	C076	79.198	0.4200
T0024,T0034	C010	74.990	0.0935
T0029,T0031	C077	53.817	0.1749
T0002,T0009	C005	63.741	0.1251
T0002,T0018	C013	67.460	0.4974
T0028,T0031	C008	78.326	0.6016
T0006,T0016	C059	44.227	0.1842
T0023,T0033	C055	46.758	0.2390
T0012,T0019	C052	65.514	0.1885
T0008,T0010	C068	76.560	0.3190
T0005,T0035	C003	65.164	0.1691
T0021,T0025	C023	52.377	0.5541
T0005,T0009	C000	42.846	0.1245
T0001,T0003	C002	42.422	0.2799
T0020,T0033	C057	100.000	0.4511
T0005,T0007	C028	61.325	0.1056
T0011,T0024	C012	67.226	0.1775
T0013,T0024	C046	66.241	0.0650
T0002,T0016	C051	59.470	0.0404
T0028,T0035	C017	64.114	0.2466
T0007,T0014	C062	100.000	0.3101
T0014,T0036	C010	57.785	0.1172
T0020,T0025	C012	83.919	0.3286
T0033	C058	42.288	0.4118
T0008,T0039	C044	50.055	0.5929
T0036	C002	12.743	0.5484
T0007,T0008	C026	32.869	0.2493
T0015,T0016	C064	88.063	0.4353
T0005,T0022	C013	58.195	0.5882
T0007,T0017	C026	77.315	0.4787
T0013,T0030	C054	45.949	0.4484
T0016,T0038	C048	42.165	0.0444
T0010,T0020	C050	35.484	0.5159
T0020,T0021	C064	63.449	0.4509
T0005,T0038	C034	99.952	0.2116
T0002,T0025	C074	49.343	0.5164
T0006,T0016	C016	19.720	0.1409
T0007,T0020	C062	77.346	0.0274
T0017,T0038	C039	31.661	0.5042
T0016,T0035	C015	74.893	0.1680
T0009,T0014	C006	39.822	0.1741
T0029,T0037	C027	51.599	0.0475
T0023,T0035	C067	44.194	0.1093
T0023,T0038	C054	48.169	0.2955
T0013,T0035	C035	19.198	0.1659
T0003,T0026	C053	51.513	0.5830
T0017,T0034	C020	66.528	0.0955
T0018,T0028	C065	43.732	0.0869
T0005,T0027	C042	20.989	0.0100
T0010,T0035	C009	55.413	0.7278
T0003,T0007	C068	72.093	0.0211
T0008,T0028	C066	69.628	0.3410
T0012,T0039	C026	62.144	0.1233
T0003,T0035	C037	47.608	0.1031
T0005,T0030	C007	60.081	0.0845
T0020,T0034	C013	62.570	0.6828
T0017,T0037	C065	91.136	0.6133
T0007,T0024	C037	74.598	0.0498
T0008,T0028	C063	30.503	0.2218
T0013,T0025	C061	62.694	0.5307
T0001,T0026	C015	81.685	0.1010
T0016,T0025	C062	65.042	0.2319
T0003,T0009	C079	57.118	0.7455
T0008,T0010	C046	70.485	0.4969
T0023,T0026	C064	55.679	0.3381
T0007,T0015	C052	38.416	0.1705
T0011,T0016	C003	64.232	0.0371
T0002,T0034	C010	66.467	0.4461
T0005,T0011	C028	56.827	0.2930
T0000,T0006	C005	47.081	0.7070
T0013,T0019	C016	40.126	0.1330
