task_id_list	courier_id	total_score	willingness
T0037,T0039	C028	52.2464	0.5694
T0007,T0037	C044	36.2492	0.1318
T0012	C073	48.178	0.1459
T0023,T0034	C057	78.5798	0.5643
T0010,T0030	C066	75.2912	0.6151
T0021,T0028	C015	82.3142	0.5114
T0002,T0007	C078	66.2622	0.7096
T0021,T0024	C054	51.9562	0.6128
T0019,T0020	C039	99.6135	0.0224
T0006,T0020	C048	37.4124	0.0735
T0007,T0037	C014	87.9393	0.4226
T0007,T0037	C019	64.6184	0.267
T0034,T0035	C070	48.7103	0.1249
T0015,T0023	C056	76.4699	0.4937
T0020,T0021	C074	45.0812	0.1319
T0037,T0039	C034	53.6754	0.2044
T0006,T0037	C026	37.028	0.1799
T0006,T0007	C001	49.8162	0.1347
T0037	C010	32.2852	0.7596
T0030	C031	30.0668	0.5121
T0012,T0021	C050	79.0117	0.672
T0001,T0028	C018	71.492	0.5434
T0016,T0030	C029	40.2871	0.8294
T0002,T0032	C034	68.9603	0.3989
T0001,T0039	C010	26.832	0.3542
T0021	C079	39.4934	0.6766
T0012,T0034	C033	73.4647	0.399
T0030,T0032	C077	38.5458	0.347
T0001,T0014	C061	71.9827	0.5291
T0006,T0034	C060	27.2504	0.1357
T0006,T0039	C040	30.9887	0.3872
T0023,T0025	C078	49.8223	0.1225
T0007,T0010	C056	54.8737	0.0768
T0014,T0036	C028	65.0466	0.4199
T0012,T0021	C079	71.7012	0.692
T0019,T0027	C033	81.9688	0.414
T0002,T0023	C029	79.9483	0.348
T0002,T0011	C064	76.0729	0.1409
T0028,T0032	C039	66.2892	0.1649
T0010,T0022	C070	54.4319	0.082
T0027	C017	40.887	0.5662
T0015,T0036	C011	18.6393	0.0478
T0025,T0028	C073	74.4343	0.1022
T0015,T0022	C046	46.6048	0.621
T0007	C006	15.902	0.1943
T0002,T0006	C033	27.9815	0.0104
T0003	C015	45.5133	0.1857
T0016,T0018	C059	60.6904	0.7334
T0019,T0032	C078	53.8599	0.2259
T0003,T0027	C074	65.9021	0.1767
T0032,T0038	C041	42.0743	0.4135
T0022,T0034	C055	45.7671	0.1135
T0001,T0036	C061	58.812	0.2033
T0021,T0026	C052	55.1016	0.0505
T0014,T0030	C040	80.6793	0.2086
T0010,T0037	C006	59.9516	0.2354
T0032,T0035	C025	76.0451	0.1845
T0015,T0025	C047	69.2649	0.2072
T0026,T0038	C002	66.4614	0.3621
T0022,T0025	C041	23.6668	0.1373
T0020,T0037	C033	55.8873	0.1974
T0002,T0019	C073	58.7188	0.9499
T0011,T0021	C004	26.8959	0.058
T0027,T0039	C052	60.7959	0.3158
T0007,T0028	C046	51.9314	0.1698
T0020,T0036	C001	64.7814	0.4328
T0015,T0026	C025	61.9657	0.3815
T0024,T0034	C027	53.053	0.749
T0015,T0038	C059	93.2338	0.227
T0024,T0038	C004	26.4975	0.1589
T0037	C031	31.27	0.9064
T0026,T0027	C010	58.4082	0.1399
T0018,T0028	C077	54.1803	0.3841
T0024,T0034	C025	28.4187	0.0936
T0034	C069	46.3491	0.4378
T0019,T0026	C004	30.3559	0.1661
T0001,T0038	C077	56.1285	0.0306
T0035,T0039	C003	70.487	0.0904
T0011	C055	47.7062	0.5525
T0026,T0039	C059	76.284	0.283
T0011,T0012	C003	94.3647	0.5304
T0020,T0025	C078	64.4749	0.1909
T0032,T0038	C055	38.158	0.0998
T0016,T0019	C058	59.6882	0.3233
T0027,T0034	C058	70.4957	0.1546
T0036	C055	36.2693	0.8528
T0030,T0036	C019	56.9923	0.2655
T0015,T0023	C069	39.6011	0.2956
T0036,T0038	C028	68.8289	0.3897
T0018,T0032	C003	52.9763	0.1903
T0020,T0030	C041	67.2187	0.238
T0024,T0035	C063	54.9318	0.0896
