task_id_list	courier_id	total_score	willingness
T0003,T0008	C052	70.311	0.1058
T0002,T0003	C029	52.572	0.3959
T0026,T0027	C037	50.445	0.0100
T0020	C023	40.760	0.7426
T0017,T0021	C055	70.161	0.0922
T0010,T0028	C040	92.870	0.5070
T0005,T0013	C001	46.532	0.5358
T0012	C029	20.661	0.3853
T0012,T0022	C041	43.613	0.5397
T0003,T0023	C047	78.530	0.3546
T0014,T0016	C058	36.342	0.8158
T0022	C056	25.069	0.2228
T0019,T0026	C036	25.609	0.0429
T0027,T0029	C022	59.308	0.0472
T0013,T0017	C056	55.626	0.0703
T0018,T0025	C016	82.965	0.5128
T0002,T0023	C031	64.064	0.7717
T0006,T0027	C031	39.415	0.4481
T0015,T0017	C024	54.850	0.0330
T0011,T0018	C055	97.190	0.5294
T0009,T0017	C058	32.556	0.0469
T0020,T0026	C052	53.751	0.4571
T0017,T0024	C010	49.894	0.0100
T0010,T0014	C006	64.194	0.2293
T0000,T0018	C053	59.166	0.1325
T0021,T0023	C029	93.803	0.4201
T0000,T0007	C044	72.754	0.8707
T0008,T0020	C058	48.704	0.3766
T0022,T0028	C056	58.408	0.0742
T0000,T0027	C000	43.964	0.2162
T0020,T0024	C011	79.095	0.4634
T0010,T0011	C050	53.346	0.0800
T0005,T0027	C043	43.650	0.4764
T0007,T0022	C026	70.744	0.1163
T0009,T0025	C046	62.553	0.4623
T0020,T0026	C002	63.184	0.2147
T0014,T0025	C038	36.269	0.2540
T0005,T0026	C014	58.583	0.1466
T0004,T0005	C055	75.985	0.1592
T0002,T0027	C011	36.830	0.6164
T0002,T0007	C031	52.974	0.1004
T0006,T0009	C024	42.089	0.1509
T0002,T0004	C022	78.464	0.1741
T0015,T0020	C003	75.899	0.7725
T0000,T0008	C016	37.429	0.6614
T0018,T0019	C000	46.278	0.1244
T0002,T0026	C046	83.243	0.1075
T0016,T0029	C034	46.473	0.5782
T0008,T0015	C011	60.153	0.6220
T0017,T0027	C038	65.216	0.5822
T0001,T0026	C045	66.256	0.3349
T0011,T0018	C056	73.417	0.2277
T0015,T0025	C032	29.925	0.5060
T0001,T0004	C027	93.154	0.2220
T0008,T0022	C041	30.792	0.1314
T0004,T0028	C004	59.098	0.1617
T0016,T0018	C013	63.629	0.0127
T0004,T0012	C033	58.611	0.1711
T0010,T0023	C052	65.840	0.2918
T0008,T0015	C008	40.042	0.0343
T0002,T0009	C013	62.098	0.3870
T0012,T0024	C035	74.302	0.3566
T0017,T0024	C025	46.202	0.3178
T0000,T0003	C014	93.057	0.0960
T0010,T0011	C041	65.873	0.5020
T0017,T0025	C009	54.728	0.1996
T0023,T0027	C012	48.186	0.3890
T0007,T0010	C031	74.103	0.1970
T0008,T0016	C053	62.960	0.4204
T0017,T0022	C034	83.244	0.1166
T0014,T0023	C009	62.489	0.1785
T0006,T0028	C031	38.893	0.4070
T0018,T0021	C000	48.757	0.3834
T0000,T0013	C028	51.422	0.1888
T0001,T0011	C033	55.038	0.0315
T0009,T0020	C032	78.956	0.1240
T0000,T0011	C023	68.674	0.4104
T0011,T0023	C015	34.883	0.0100
T0009,T0013	C009	86.670	0.2098
T0002,T0003	C053	63.721	0.6780
T0003,T0027	C027	32.885	0.6883
T0001,T0010	C019	49.798	0.3376
T0019,T0027	C015	60.594	0.4083
T0002,T0026	C059	65.458	0.2816
T0029	C037	33.022	0.9500
T0010,T0019	C013	89.556	0.2219
T0004,T0017	C009	81.227	0.0859
T0003,T0024	C050	78.085	0.3308
T0001,T0029	C001	63.628	0.6416
T0010,T0021	C035	61.486	0.2392
T0002,T0015	C010	50.500	0.3882
T0015,T0018	C053	54.382	0.1576
T0005,T0011	C023	51.263	0.7976
T0000,T0011	C055	69.208	0.1499
T0000,T0015	C030	52.090	0.8281
T0007	C043	33.538	0.2143
T0013,T0027	C017	41.430	0.1823
T0005,T0013	C044	56.294	0.5636
T0010,T0023	C039	40.300	0.2345
T0018,T0019	C007	76.188	0.0770
T0003,T0016	C016	64.633	0.3686
T0011,T0022	C041	60.834	0.2256
T0004,T0023	C010	87.879	0.1592
T0012,T0022	C039	28.823	0.3277
T0004,T0022	C049	43.346	0.3752
T0011	C022	35.786	0.8376
T0012,T0027	C032	81.672	0.4911
T0006,T0016	C037	46.867	0.0567
T0009,T0023	C011	100.000	0.0399
T0006,T0007	C017	74.093	0.2566
T0001,T0024	C039	65.112	0.1629
T0017,T0018	C030	51.460	0.1694
T0009,T0021	C045	38.227	0.1998
T0000	C024	54.251	0.4947
T0021	C020	37.387	0.3641
T0006,T0019	C004	35.059	0.0100
T0004,T0016	C027	38.104	0.2328
T0007,T0025	C051	46.099	0.3516
T0006,T0026	C024	50.731	0.2680
T0006,T0007	C049	42.661	0.3148
T0002,T0014	C000	57.938	0.0935
T0003,T0010	C014	77.471	0.4623
T0015,T0018	C057	60.421	0.0767
T0009	C011	23.665	0.3314
T0010,T0022	C029	75.433	0.1325
T0015,T0029	C023	45.314	0.0100
T0002,T0023	C014	66.234	0.1183
T0006,T0009	C032	40.191	0.3431
T0020,T0025	C021	77.160	0.2724
T0000,T0004	C031	90.534	0.5159
T0001,T0010	C001	38.380	0.0842
T0000,T0010	C038	31.040	0.3570
T0018,T0027	C002	68.933	0.6379
T0013,T0018	C059	35.319	0.6184
T0010,T0014	C039	44.975	0.2603
T0015,T0020	C025	44.531	0.3945
T0020,T0028	C012	69.753	0.4678
T0006,T0012	C054	75.189	0.0353
T0010,T0013	C002	46.382	0.2232
T0005,T0016	C007	60.496	0.3451
T0003,T0022	C046	100.000	0.4408
T0016,T0020	C000	97.490	0.4394
T0003,T0025	C037	69.219	0.4227
T0006,T0023	C037	65.806	0.0745
T0010,T0023	C036	28.739	0.1406
T0000,T0003	C042	53.927	0.6185
T0003,T0012	C007	82.101	0.5530
T0025,T0029	C026	48.213	0.2909
T0010,T0015	C008	64.027	0.4544
T0000,T0022	C008	81.862	0.1586
T0011,T0015	C049	56.114	0.2981
T0004,T0024	C020	61.423	0.4922
T0010,T0014	C052	33.086	0.0441
T0004,T0008	C047	48.852	0.5506
T0002,T0003	C004	60.030	0.3956
T0029	C051	21.984	0.2406
T0017,T0025	C044	24.866	0.2069
T0007,T0021	C026	62.865	0.4270
T0015,T0027	C009	37.606	0.0730
T0026,T0027	C044	32.948	0.4545
T0005,T0011	C030	97.270	0.4549
T0007,T0014	C019	80.171	0.0816
T0017,T0028	C026	45.615	0.3664
T0000,T0018	C030	100.000	0.1891
T0002	C020	47.917	0.6658
T0025,T0028	C005	47.359	0.3101
T0009,T0029	C003	55.541	0.1977
T0002,T0028	C021	97.341	0.5495
T0001,T0018	C001	70.067	0.3435
T0009,T0015	C036	64.060	0.0592
T0006,T0014	C007	55.531	0.0724
T0009,T0013	C049	75.918	0.2670
T0003,T0012	C055	69.364	0.4572
T0001,T0011	C004	39.886	0.1461
T0012,T0027	C019	85.999	0.5076
T0018,T0022	C047	67.213	0.4996
T0024	C046	34.445	0.5338
