task_id_list	courier_id	total_score	willingness
T0005,T0007	C010	100.000	0.2096
T0005,T0006	C020	45.912	0.2194
T0000,T0008	C023	97.851	0.5037
T0002,T0011	C010	77.794	0.7841
T0006	C023	10.000	0.4513
T0004,T0011	C028	31.078	0.1240
T0003,T0012	C003	77.071	0.1129
T0005,T0008	C020	55.717	0.3488
T0002,T0013	C008	62.538	0.6928
T0012	C019	11.848	0.7912
T0002,T0009	C022	43.301	0.4080
T0000,T0014	C002	66.989	0.2845
T0011,T0014	C023	67.784	0.1136
T0002	C028	53.175	0.7735
T0001	C006	10.000	0.4030
T0013	C013	41.119	0.9500
T0007,T0008	C016	71.683	0.3427
T0002,T0005	C006	89.535	0.2730
T0002,T0010	C006	44.226	0.5076
T0001,T0005	C024	63.637	0.5901
T0003,T0014	C009	65.284	0.5307
T0006,T0011	C015	55.136	0.4301
T0003,T0007	C009	27.697	0.1298
T0006,T0012	C019	44.526	0.0545
T0004,T0006	C014	59.129	0.1369
T0001,T0008	C028	80.784	0.7081
T0010	C025	28.833	0.1988
T0000,T0008	C007	100.000	0.7656
T0000,T0012	C021	77.861	0.7590
T0004,T0006	C010	24.883	0.1479
T0004,T0011	C021	63.104	0.2146
T0000,T0011	C002	47.220	0.0688
T0009,T0014	C010	80.156	0.5079
T0002	C011	24.552	0.9160
T0006,T0011	C027	47.134	0.1488
T0004,T0013	C001	44.996	0.0142
T0007,T0013	C010	65.825	0.3319
T0009,T0014	C021	46.500	0.1675
T0004,T0013	C013	62.074	0.3749
T0002,T0013	C011	84.393	0.3271
T0005,T0011	C026	69.990	0.5345
T0011,T0013	C010	71.680	0.0112
T0007,T0011	C014	75.135	0.1196
T0005,T0007	C004	30.491	0.1426
T0001,T0011	C003	69.578	0.5150
T0005,T0011	C008	63.770	0.1828
T0003,T0006	C007	65.263	0.2775
T0010	C009	29.415	0.2995
T0000,T0012	C026	80.381	0.5180
T0010,T0011	C027	38.058	0.1222
T0001,T0013	C005	75.386	0.2480
T0012,T0013	C025	22.083	0.3545
T0001,T0004	C018	49.444	0.3561
T0008,T0013	C014	47.430	0.4500
T0001,T0010	C000	57.604	0.3492
T0005,T0014	C022	77.113	0.3840
T0005,T0013	C000	46.110	0.6950
T0003,T0013	C023	70.409	0.1161
T0011	C013	10.000	0.7927
T0009,T0010	C014	64.932	0.2857
T0002,T0005	C003	48.507	0.6286
T0001,T0003	C027	62.803	0.2282
T0004,T0007	C023	85.063	0.0999
T0000,T0014	C003	57.131	0.7315
T0000,T0013	C010	65.981	0.0646
T0006,T0008	C017	70.249	0.5261
T0004,T0005	C016	31.386	0.0640
T0009,T0011	C012	75.327	0.4245
T0004,T0013	C005	77.526	0.1683
T0000,T0005	C013	66.944	0.1097
T0004	C028	20.114	0.8545
T0005,T0006	C010	37.317	0.2165
T0000,T0011	C025	91.520	0.1742
T0005,T0011	C016	61.887	0.4831
T0005,T0009	C024	14.851	0.3508
T0010,T0011	C020	95.506	0.5743
T0003,T0010	C006	41.448	0.3354
T0004,T0007	C019	88.349	0.3211
T0002,T0006	C023	74.150	0.2059
T0007,T0008	C004	25.808	0.3048
T0002	C014	37.768	0.9500
T0005	C006	39.958	0.8257
T0003	C001	26.244	0.9485
T0004,T0010	C010	21.046	0.6661
T0006,T0008	C008	71.306	0.4281
T0003,T0014	C000	93.378	0.4552
T0002,T0012	C016	32.176	0.0217
T0000,T0013	C021	100.000	0.4456
T0002,T0007	C007	61.199	0.8716
