task_id_list	courier_id	total_score	willingness
T0007,T0014	C015	47.911	0.5177
T0007,T0012	C028	31.193	0.2402
T0003	C009	38.375	0.4157
T0000,T0013	C028	91.134	0.0100
T0003,T0007	C008	32.352	0.3667
T0004,T0012	C010	85.089	0.0718
T0005,T0012	C017	88.420	0.3230
T0006,T0008	C021	37.021	0.3362
T0002,T0005	C005	40.900	0.2249
T0002,T0008	C028	30.908	0.6218
T0000,T0003	C015	45.893	0.2373
T0012,T0014	C008	29.031	0.3957
T0003,T0011	C025	45.911	0.6615
T0001,T0003	C009	85.730	0.3442
T0012	C023	31.924	0.9500
T0008,T0013	C003	57.259	0.2028
T0006,T0008	C026	75.002	0.2911
T0012	C025	23.992	0.4078
T0002,T0006	C011	90.501	0.3446
T0006,T0008	C025	100.000	0.2025
T0003,T0014	C007	72.639	0.1540
T0012,T0014	C018	53.479	0.1451
T0001,T0012	C008	51.620	0.5052
T0000,T0001	C009	59.955	0.2301
T0011	C021	10.000	0.6116
T0011,T0014	C018	55.808	0.2579
T0002,T0005	C016	90.713	0.2372
T0007,T0014	C001	40.127	0.1467
T0000,T0009	C001	42.580	0.2852
T0006	C018	29.468	0.8828
T0002,T0011	C017	61.663	0.3169
T0007,T0009	C013	69.525	0.3785
T0004,T0007	C001	37.996	0.3852
T0004	C023	13.059	0.1531
T0002,T0011	C003	21.161	0.0324
T0004,T0007	C011	89.836	0.1209
T0009,T0010	C025	67.192	0.4371
T0000,T0003	C021	75.605	0.4023
T0004,T0006	C014	39.019	0.2389
T0004,T0010	C000	54.106	0.0416
T0000,T0004	C001	65.014	0.2414
T0002,T0010	C022	60.122	0.0725
T0007,T0011	C013	73.531	0.5578
T0004,T0007	C006	64.881	0.6480
T0001,T0011	C006	34.812	0.0850
T0002,T0003	C007	64.181	0.3243
T0001,T0007	C026	83.120	0.1113
T0000,T0014	C003	70.457	0.5489
T0007	C011	10.000	0.5323
T0005,T0009	C004	90.347	0.1498
T0006,T0008	C005	39.066	0.5473
T0002,T0005	C001	65.772	0.3747
T0002,T0010	C024	54.422	0.1639
T0002,T0006	C001	52.893	0.0285
T0000,T0005	C025	36.596	0.0566
T0005,T0014	C010	85.048	0.4097
T0004,T0014	C023	58.836	0.0712
T0004,T0010	C013	43.839	0.1572
T0006	C029	35.495	0.9500
