task_id_list	courier_id	total_score	willingness
T0014,T0023	C023	62.712	0.0258
T0013,T0016	C011	41.914	0.0653
T0029	C017	37.612	0.2173
T0004,T0006	C023	100.000	0.0830
T0023,T0028	C067	56.070	0.0296
T0023,T0029	C010	87.090	0.0115
T0021,T0024	C027	81.645	0.0471
T0002,T0022	C015	66.119	0.0424
T0015,T0022	C013	75.804	0.2145
T0001	C032	40.201	0.1363
T0001,T0025	C027	66.249	0.1874
T0009,T0011	C037	67.071	0.1581
T0008,T0021	C014	72.727	0.0260
T0001,T0023	C051	33.185	0.0686
T0027,T0028	C059	48.422	0.1947
T0000,T0028	C047	55.278	0.0689
T0001,T0029	C026	68.901	0.0581
T0000,T0012	C043	44.025	0.0589
T0012,T0025	C046	76.097	0.0609
T0002,T0008	C062	84.238	0.0100
T0005,T0028	C062	46.515	0.2555
T0003,T0020	C002	65.573	0.0818
T0000,T0015	C010	78.127	0.1596
T0017,T0026	C008	69.880	0.1600
T0016	C064	51.694	0.1811
T0008,T0009	C003	56.930	0.1352
T0024,T0028	C047	68.120	0.2097
T0012,T0017	C034	80.754	0.0808
T0002,T0019	C029	61.393	0.0888
T0018,T0029	C065	100.000	0.0200
T0007,T0024	C030	33.339	0.2683
T0016,T0025	C003	82.297	0.2477
T0011	C050	15.198	0.2441
T0002,T0027	C047	76.236	0.1054
T0006,T0024	C065	49.012	0.0381
T0000,T0013	C009	62.871	0.1090
T0009,T0028	C014	63.987	0.1127
T0018,T0029	C051	67.854	0.0271
T0014,T0022	C033	100.000	0.1809
T0005,T0015	C026	35.615	0.1389
T0003,T0020	C032	46.399	0.0763
T0006,T0009	C012	59.137	0.0754
T0003,T0023	C001	82.066	0.3125
T0010,T0026	C037	100.000	0.0715
T0007,T0029	C036	51.461	0.0102
T0002,T0006	C014	60.329	0.2807
T0013,T0021	C059	49.554	0.0280
T0011,T0012	C037	76.346	0.1213
T0006,T0019	C007	58.923	0.2612
T0015,T0027	C043	64.804	0.0347
T0015,T0017	C056	37.535	0.0237
T0016,T0019	C048	100.000	0.0732
T0006,T0012	C021	67.592	0.0930
T0007,T0024	C028	75.898	0.0161
T0000,T0011	C035	62.416	0.1255
T0009,T0022	C047	90.845	0.0736
T0006,T0021	C015	100.000	0.2015
T0006,T0017	C033	67.492	0.0100
T0021,T0024	C010	53.576	0.0595
T0009,T0014	C067	100.000	0.2248
T0009,T0021	C068	94.359	0.3360
T0002,T0016	C049	100.000	0.1519
T0012,T0028	C009	49.364	0.1983
T0002,T0025	C016	69.664	0.1058
T0006,T0019	C037	49.302	0.1583
T0008,T0016	C038	64.330	0.1642
T0007	C004	35.038	0.0403
T0004,T0007	C034	82.081	0.1816
T0011,T0022	C041	62.573	0.0343
T0014,T0024	C034	97.011	0.1283
T0010	C056	31.309	0.1356
T0006,T0016	C031	72.760	0.1607
T0008,T0029	C041	41.356	0.0180
T0009,T0027	C065	55.265	0.0624
T0023,T0026	C056	71.009	0.1412
T0010,T0027	C009	29.257	0.1336
T0024,T0027	C033	67.280	0.0195
T0005,T0009	C019	61.827	0.0683
T0018,T0020	C022	52.847	0.0583
T0012,T0014	C044	71.396	0.0618
T0006,T0015	C016	55.844	0.0685
T0005,T0010	C032	68.684	0.0702
T0016,T0026	C032	96.836	0.0751
T0013,T0028	C020	85.792	0.0423
T0014,T0017	C020	52.084	0.1678
T0001,T0006	C040	46.468	0.0885
T0009,T0024	C015	42.794	0.0491
T0001,T0024	C014	77.682	0.0646
T0017,T0019	C054	63.969	0.1829
T0002,T0026	C025	62.702	0.1303
T0004,T0006	C057	49.305	0.3887
T0006,T0010	C056	100.000	0.0316
T0008,T0011	C063	18.735	0.1384
T0017,T0022	C056	80.457	0.0592
T0000,T0029	C046	100.000	0.3324
T0022,T0025	C030	47.142	0.0991
T0002,T0017	C020	77.529	0.0100
T0015,T0016	C007	82.223	0.2973
T0005,T0011	C024	56.401	0.1398
T0011,T0024	C027	87.260	0.1773
T0023,T0026	C002	68.032	0.2386
T0005,T0021	C066	83.837	0.1423
T0011,T0028	C063	75.944	0.2206
