task_id_list	courier_id	total_score	willingness
T0002,T0007	C018	53.231	0.0135
T0003,T0005	C014	46.916	0.0596
T0001,T0009	C004	62.323	0.1213
T0012,T0026	C060	89.490	0.0956
T0023,T0025	C015	81.267	0.0264
T0010,T0017	C033	90.738	0.0877
T0005,T0022	C068	100.000	0.0800
T0016,T0023	C049	100.000	0.0100
T0007,T0014	C033	47.361	0.1848
T0002,T0021	C007	49.080	0.0695
T0005,T0016	C036	71.612	0.1238
T0009,T0025	C003	34.341	0.0163
T0009,T0012	C032	92.514	0.0100
T0019,T0028	C040	45.847	0.0100
T0003,T0020	C046	35.245	0.2212
T0016,T0029	C009	46.408	0.0703
T0004,T0015	C026	78.378	0.0100
T0012,T0018	C060	70.851	0.0924
T0008,T0023	C022	30.197	0.1061
T0007,T0029	C014	50.934	0.0463
T0002,T0029	C031	70.906	0.0313
T0004	C016	23.079	0.3063
T0006,T0025	C064	95.231	0.0148
T0003,T0007	C011	100.000	0.1932
T0015,T0019	C059	98.771	0.0691
T0000,T0016	C000	99.339	0.0684
T0001,T0028	C044	49.566	0.0100
T0002,T0003	C051	93.623	0.0100
T0014,T0016	C033	48.658	0.0100
T0013,T0016	C012	77.416	0.1119
T0013,T0029	C016	89.834	0.0750
T0009,T0018	C037	83.123	0.0247
T0014	C031	45.160	0.1170
T0009,T0022	C009	77.685	0.0100
T0000,T0011	C031	58.180	0.1800
T0011,T0015	C033	79.603	0.0879
T0000,T0016	C009	100.000	0.0234
T0004,T0010	C045	35.185	0.0783
T0007,T0019	C004	52.221	0.0496
T0006,T0021	C060	43.328	0.1389
T0005,T0027	C001	72.415	0.0769
T0012,T0014	C002	75.938	0.1927
T0004,T0011	C055	94.922	0.1051
T0001,T0019	C065	100.000	0.0812
T0003,T0015	C054	81.228	0.0841
T0001,T0010	C011	35.265	0.0100
T0018,T0029	C038	31.972	0.0697
T0000,T0023	C049	95.779	0.2937
T0009,T0022	C044	46.956	0.0511
T0004,T0016	C061	61.328	0.1924
T0004,T0026	C042	100.000	0.0171
T0009,T0013	C007	75.687	0.0366
T0026,T0029	C016	55.562	0.0266
T0012,T0020	C054	100.000	0.1714
T0024,T0026	C009	92.231	0.0446
T0012,T0021	C029	100.000	0.2168
T0011,T0022	C015	92.144	0.0885
T0007,T0029	C034	93.031	0.1975
T0000,T0024	C027	33.415	0.1089
T0018,T0029	C010	100.000	0.1570
T0021,T0027	C020	88.569	0.2127
T0004,T0015	C033	53.761	0.0261
T0001,T0028	C068	78.133	0.0610
T0015,T0017	C055	20.994	0.0535
T0008	C054	38.896	0.2362
T0009,T0011	C055	77.323	0.0100
T0018,T0019	C035	32.129	0.0447
T0020,T0028	C065	81.149	0.0893
T0025,T0026	C012	64.561	0.3368
T0004,T0008	C041	57.744	0.1476
T0015,T0019	C050	82.497	0.0319
T0005,T0021	C053	100.000	0.0571
T0008,T0016	C066	49.950	0.0288
T0018,T0027	C068	94.357	0.2914
T0017	C036	10.000	0.1024
T0011,T0022	C063	62.296	0.0473
T0004,T0009	C005	88.566	0.0502
T0014,T0022	C032	50.144	0.0221
T0007,T0024	C034	84.848	0.0971
T0008,T0028	C028	70.882	0.0324
T0001,T0004	C054	67.449	0.1316
T0020,T0028	C064	53.364	0.0129
T0008,T0012	C027	96.967	0.1688
T0010,T0018	C049	32.594	0.0800
T0017,T0022	C066	62.916	0.0368
T0019,T0025	C050	93.336	0.0834
T0004,T0016	C001	92.476	0.0768
T0013,T0017	C022	81.176	0.2512
T0018,T0025	C047	100.000	0.1152
T0012,T0019	C045	55.731	0.2005
T0007,T0012	C056	72.302	0.1854
T0009,T0014	C034	84.215	0.1091
T0004,T0016	C029	59.095	0.0743
T0007,T0012	C044	33.254	0.0492
T0017,T0021	C050	100.000	0.0852
T0006,T0019	C066	100.000	0.1319
T0001,T0002	C038	84.006	0.0489
T0003,T0010	C021	90.316	0.0861
T0010,T0028	C043	71.414	0.1595
T0026	C060	10.000	0.0461
T0004,T0013	C050	64.450	0.0801
