task_id_list	courier_id	total_score	willingness
T0000	C000	36.5268	0.2865
T0000	C002	35.5625	0.4900
T0000	C003	50.0524	0.2248
T0000	C004	38.2911	0.2720
T0000	C005	37.2141	0.2350
T0000	C006	28.6625	0.5020
T0000	C007	19.9405	0.5960
T0000	C008	26.3708	0.4026
T0000	C010	21.1042	0.3353
T0000	C011	46.0477	0.1265
T0000	C013	17.4736	0.4141
T0000	C014	24.4511	0.2717
T0000	C021	46.2467	0.4101
T0000	C022	26.5822	0.4870
T0000	C024	29.3503	0.3559
T0000	C026	26.7985	0.5144
T0000	C027	26.7763	0.3996
T0000	C028	15.5728	0.3777
T0000	C029	50.9668	0.2929
T0000	C030	42.2536	0.3966
T0000	C031	32.7499	0.4229
T0000	C032	22.5517	0.1683
T0000	C033	43.6191	0.4660
T0000	C035	33.9650	0.5187
T0000	C036	34.0196	0.3285
T0000	C037	23.8828	0.4295
T0000	C038	48.0291	0.4762
T0000	C039	48.9319	0.3809
T0000	C041	32.9906	0.2539
T0000	C043	33.0013	0.1055
T0000	C044	41.4985	0.6070
T0000	C047	44.2833	0.2318
T0000	C048	33.7020	0.1890
T0000	C049	46.3845	0.4359
T0000	C052	23.9633	0.2911
T0000	C054	24.1288	0.6250
T0001	C001	43.2648	0.6780
T0001	C002	45.2435	0.5222
T0001	C003	16.8955	0.3485
T0001	C004	35.6843	0.5273
T0001	C007	24.4494	0.3060
T0001	C008	26.2979	0.3772
T0001	C009	42.8840	0.2940
T0001	C010	53.3291	0.2258
T0001	C011	37.5566	0.2783
T0001	C012	27.7251	0.3479
T0001	C013	50.4936	0.6618
T0001	C014	30.0380	0.6760
T0001	C016	46.2194	0.4464
T0001	C017	17.2167	0.1062
T0001	C018	38.4178	0.4959
T0001	C021	39.0262	0.6222
T0001	C022	47.0629	0.2781
T0001	C023	43.9319	0.2218
T0001	C024	26.6241	0.1718
T0001	C025	36.9335	0.2612
T0001	C026	42.3830	0.6297
T0001	C027	29.0926	0.1190
T0001	C030	25.6856	0.4708
T0001	C032	39.8469	0.6288
T0001	C033	23.5187	0.2708
T0001	C035	52.8059	0.2349
T0001	C036	50.6648	0.2818
T0001	C038	43.4391	0.3142
T0001	C039	27.9030	0.3986
T0001	C040	25.3857	0.1922
T0001	C042	43.2720	0.4922
T0001	C043	37.3756	0.3418
T0001	C044	36.1056	0.2446
T0001	C045	29.2420	0.1299
T0001	C048	40.3655	0.1160
T0001	C049	45.8731	0.4010
T0001	C050	24.1476	0.5762
T0001	C051	29.9015	0.3656
T0001	C053	47.7711	0.2711
T0001	C054	23.3821	0.3315
T0002	C000	16.9591	0.2482
T0002	C001	28.5707	0.1736
T0002	C002	50.2246	0.1638
T0002	C003	53.4074	0.6319
T0002	C005	24.1176	0.4717
T0002	C006	33.4800	0.5460
T0002	C009	25.7059	0.4855
T0002	C010	38.5637	0.1861
T0002	C012	44.3387	0.6192
T0002	C013	47.8744	0.4182
