task_id_list	courier_id	total_score	willingness
T0012,T0017	C056	71.656	0.2878
T0021,T0024	C003	91.248	0.4288
T0009	C038	44.828	0.9500
T0017	C026	32.253	0.0813
T0025,T0026	C049	41.150	0.5635
T0001,T0007	C033	58.003	0.3754
T0007,T0010	C051	59.475	0.0351
T0008,T0014	C039	52.484	0.1614
T0009,T0010	C025	38.679	0.2319
T0009	C031	29.940	0.8306
T0003,T0025	C030	55.862	0.6685
T0012,T0021	C002	74.692	0.1897
T0011,T0021	C019	35.941	0.1517
T0009,T0017	C018	60.808	0.4483
T0003,T0022	C009	62.544	0.3594
T0028	C039	26.480	0.4101
T0006,T0018	C047	45.655	0.2209
T0004,T0022	C048	79.254	0.1829
T0002,T0029	C047	25.392	0.5825
T0016,T0025	C048	27.217	0.4699
T0006,T0021	C026	56.526	0.1704
T0009,T0021	C043	52.523	0.2813
T0007,T0015	C008	41.920	0.1405
T0015,T0022	C017	51.077	0.2291
T0022,T0024	C018	72.700	0.5569
T0019,T0020	C030	57.322	0.0798
T0009,T0028	C009	55.388	0.1052
T0014,T0024	C008	39.477	0.0945
T0001,T0027	C009	36.963	0.5416
T0012,T0018	C057	53.857	0.2597
T0009,T0011	C011	63.575	0.9108
T0017,T0029	C010	48.979	0.3756
T0007,T0024	C007	68.740	0.2063
T0003,T0016	C053	53.679	0.2349
T0009,T0014	C033	96.630	0.6165
T0013,T0017	C049	66.570	0.8785
T0020,T0028	C026	42.210	0.3985
T0000,T0028	C047	61.581	0.9452
T0020,T0023	C010	48.123	0.0378
T0000,T0004	C050	40.921	0.1890
T0003,T0029	C022	37.551	0.0407
T0003,T0021	C003	82.652	0.0165
T0006,T0021	C031	75.596	0.3961
T0007,T0012	C044	34.240	0.5051
T0015,T0019	C032	27.538	0.2166
T0016,T0021	C038	37.032	0.4379
T0003,T0023	C017	75.852	0.1148
T0016,T0024	C003	52.152	0.4266
T0000,T0004	C023	77.528	0.4396
T0001,T0007	C027	74.171	0.4152
T0019,T0025	C048	66.191	0.0644
T0021,T0027	C050	64.338	0.5062
T0003,T0021	C001	52.129	0.7677
T0007,T0017	C046	23.233	0.2620
T0012,T0021	C037	83.525	0.3874
T0013,T0028	C025	31.341	0.0838
T0024,T0028	C035	61.494	0.1111
T0004,T0022	C042	79.935	0.1224
